Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Consumo Urbano,Filtro de partículas,Sub-modelo,Consumo Extra Urbano,Consumo Combinado,Emissões CO2,IUC,Inspecção válida até,Garantia de Fábrica até,ou até,IVA Discriminado,Clássico,Autonomia Máxima,Autonomia,Bateria,Gancho de Reboque,Consumo,Capacidade da bateria,Site,Portugal,Data
Profissional,Kia,e-Niro,,Eléctrico,Julho,2021,12 000 km,,204 cv,Sim,,Sim,SUV / TT,Vermelho,Metalizado,Automática,,5,5,,,36 Meses,1,,,Sim,Sim,Usados,41 500        EUR,8087073779,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ID8PixjR.html,,,,,,,,,01/01/0001,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Kia,EV6,,Eléctrico,Novembro,2021,38 000 km,,229 cv,Sim,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,,5,5,,,36 Meses,,,,,Sim,Usados,43 911        EUR,8088334338,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ev6-ID8PnPfs.html,,,,,,,,,01/01/0001,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Land Rover,Range Rover Evoque,2.0 D150 R-Dynamic S,Diesel,Outubro,2019,48 659 km,1 999 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,18 Meses,1,,,Sim,Sim,Usados,43 900        EUR,8089116622,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-d150-r-dynamic-s-ID8Pr6KV.html,,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,525,d Pack M Auto,Diesel,Setembro,2017,14 228 km,1 995 cm3,231 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,,18 Meses,,Nacional,,,Sim,Usados,39 990        EUR,8087526999,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-525-d-pack-m-auto-ID8PkrdR.html,,,Série 5,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Março,2017,92 680 km,1 950 cm3,194 cv,Sim,Sim,Sim,Carrinha,Prateado,Metalizado,Automática,9,5,5,Classe 1,,18 Meses,1,,,Sim,Sim,Usados,34 900        EUR,8087876602,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8PlUaC.html,,Sim,Classe E,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Land Rover,Range Rover Evoque,2.0 eD4 SE Dynamic,Diesel,Junho,2016,111 675 km,1 999 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Azul,Metalizado,Manual,6,5,5,,Tracção dianteira,18 Meses,,Nacional,,Sim,Sim,Usados,30 900        EUR,8089467179,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-ed4-se-dynamic-ID8PszX5.html,,,,,,113 g/km,,02/06/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,B 180,d Progressive,Diesel,Outubro,2020,33 024 km,1 461 cm3,116 cv,Sim,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,36 Meses,1,Importado,Sim,Sim,Sim,Usados,32 990        EUR,8086676762,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-180-d-progressive-ID8PgS2m.html,,Sim,Classe B,,,115 g/km,145 €,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,E 200,d Avantgarde+,Diesel,Julho,2017,123 254 km,1 950 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,36 Meses,1,Importado,Sim,Sim,Sim,Usados,32 890        EUR,8087789164,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-200-d-avantgarde-ID8Plxqk.html,"4,50 l/100km",Sim,Classe E,,,112 g/km,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Outubro,2018,59 320 km,1 499 cm3,130 cv,Sim,Sim,Sim,Monovolume,Branco,,Automática,,5,7,,,18 Meses,,Nacional,,,Sim,Usados,30 990        EUR,8088213945,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PnjWD.html,"4,50 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,C 200,D Avantgarde,Diesel,Agosto,2019,30 614 km,1 598 cm3,160 cv,Sim,Sim,Sim,Sedan,Preto,Metalizado,Manual,6,4,5,Classe 1,Tracção traseira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,36 500        EUR,8087619189,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-ID8PkPcN.html,5 l/100km,,Classe C,,,,,27/08/2023,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,420,d Pack M Auto,Diesel,Abril,2015,134 547 km,1 995 cm3,184 cv,Sim,Sim,Sim,Cabrio,Cinzento,Metalizado,Automática,8,2,4,Classe 1,Tracção traseira,18 Meses,,Nacional,,Sim,Sim,Usados,34 500        EUR,8090189461,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-d-pack-m-auto-ID8PwBQN.html,"6,40 l/100km",,Série 4,"4,50 l/100km",,137 g/km,,30/04/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,e-C4,Shine,Eléctrico,Dezembro,2020,16 435 km,,136 cv,,Sim,Sim,Sedan,Preto,,Automática,,5,5,,Tracção dianteira,18 Meses,,,,,Sim,Usados,31 900        EUR,8088364341,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-shine-ID8PnX3n.html,,,,,,,,01/12/2024,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Tesla,Model S,75,Eléctrico,Junho,2017,140 000 km,,320 cv,,Sim,Sim,Sedan,Azul,Metalizado,Automática,,5,5,Classe 1,,18 Meses,,,,,Sim,Usados,39 950        EUR,8088000118,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-75-ID8PmqiO.html,,,,,,,,,,,Sim,,350 km,350 km,Própria,,,75 kWh,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,C 160,AMG Line,Gasolina,Outubro,2019,47 543 km,1 595 cm3,129 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Manual,6,4,5,Classe 1,Tracção traseira,36 Meses,1,Importado,Sim,Sim,Sim,Usados,32 890        EUR,8088035560,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-160-amg-line-ID8Pmzvs.html,"7,50 l/100km",,Classe C,,,153 g/km,"173,41 €",,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 180,d Progressive Aut.,Diesel,Outubro,2019,28 153 km,1 461 cm3,116 cv,Sim,Sim,Sim,Sedan,Azul,Metalizado,Automática,7,4,5,Classe 1,Tracção dianteira,36 Meses,1,Importado,Sim,Sim,Sim,Usados,33 890        EUR,8088047621,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-progressive-aut-ID8PmCEZ.html,,Sim,Classe CLA,,,122 g/km,145 €,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 250 Limousine,e Progressive,Híbrido (Gasolina),Agosto,2020,58 000 km,1 332 cm3,218 cv,,,Sim,Sedan,Preto,,Automática,,4,,,,36 Meses,,,,,,Usados,32 450        EUR,8089134696,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-e-progressive-ID8Prbss.html,,,Classe A,,,,,,,,Sim,,72 km,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Abril,2019,94 226 km,2 143 cm3,204 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,9,5,5,,Integral,18 Meses,,Nacional,,,Sim,Usados,44 990        EUR,8088329582,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PnO0K.html,7 l/100km,Sim,Classe GLC,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Agosto,2020,62 596 km,1 461 cm3,116 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,,,,,Sim,Usados,36 490        EUR,8090137449,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PwojT.html,,,Classe CLA,,,125 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,e-C4,Feel Pack,Eléctrico,Julho,2022,35 000 km,,136 cv,,Sim,Sim,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,36 Meses,1,Nacional,,Sim,Sim,Usados,34 990        EUR,8090056232,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-e-c4-feel-pack-ID8Pw3bV.html,"5,90 l/100km",,,,,,,,,,,,,350 km,,,"16,60 kWh/100km",,StandVirtual,Yes,2023-09-12
Profissional,Nissan,e-NV200 Combi,,Eléctrico,Dezembro,2021,12 420 km,,109 cv,Sim,Sim,Sim,Carrinha,Branco,Pérola,Automática,,5,7,Classe 2,Tracção dianteira,18 Meses,1,Nacional,,,,Usados,31 950        EUR,8089444984,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-e-nv200-combi-ID8Psub6.html,,,,,,,,,,,,,,200 km,Própria,,190 kWh/100km,40 kWh,StandVirtual,Yes,2023-09-12
Profissional,Toyota,C-HR,1.8 Hybrid Square Collection,Híbrido (Gasolina),Janeiro,2021,50 826 km,1 798 cm3,122 cv,,,Sim,SUV / TT,Branco,Pérola,Automática,,5,5,Classe 1,Tracção dianteira,60 Meses,,Nacional,Sim,Sim,Sim,Usados,30 500        EUR,8088417883,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/toyota-c-hr-1-8-hybrid-square-collection-ID8PoaYX.html,"3,20 l/100km",,,,,,,,01/01/2028,160 000 km,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,508 SW,1.5 BlueHDi Allure,Diesel,Agosto,2020,29 673 km,1 499 cm3,130 cv,Sim,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,8,5,5,,,18 Meses,,Nacional,Sim,Sim,Sim,Usados,31 000        EUR,8088537914,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-allure-ID8PoGcV.html,,,,,,,,01/08/2024,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,e-2008,GT,Eléctrico,Outubro,2022,14 550 km,,136 cv,,Sim,Sim,SUV / TT,Branco,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,,Sim,Usados,36 990        EUR,8090112319,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-gt-ID8PwhMz.html,,,,,,,,,,,,,,320 km,Própria,,"17,80 kWh/100km",,StandVirtual,Yes,2023-09-12
Profissional,MINI,Clubman,Cooper D Premium Yours Auto,Diesel,Janeiro,2020,30 000 km,1 995 cm3,150 cv,Sim,Sim,Sim,Carrinha,Azul,Metalizado,Automática,,6,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,32 990        EUR,8090112315,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-clubman-cooper-d-premium-yours-auto-ID8PwhMw.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,i3,,Eléctrico,Outubro,2019,74 000 km,,170 cv,Sim,Sim,Sim,Citadino,Azul,Metalizado,Automática,,5,4,Classe 1,,24 Meses,,,,Sim,Sim,Usados,31 246        EUR,8088132251,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-ID8PmYFZ.html,,,Série i,,,,,,,,,,,,Própria,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Maio,2021,40 395 km,1 950 cm3,116 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção dianteira,36 Meses,1,Importado,Sim,Sim,Sim,Usados,36 890        EUR,8088806038,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PpNXv.html,"5,50 l/100km",Sim,Classe CLA,,,136 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Tiguan Allspace,2.0 TDI Confortline DSG,Diesel,Julho,2019,95 282 km,1 968 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Verde,Metalizado,Automática,7,5,7,,Tracção dianteira,18 Meses,1,Nacional,,,Sim,Usados,34 500        EUR,8090331374,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-tiguan-allspace-2-0-tdi-confortline-dsg-ID8PvcLI.html,"5,40 l/100km",,,"4,70 l/100km",,150 g/km,,09/07/2025,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,VW,Golf,2.0 TSI R DSG,Gasolina,Novembro,2019,58 000 km,1 984 cm3,300 cv,,Sim,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,,,36 Meses,,,,,,Usados,39 990        EUR,8090586544,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-r-dsg-ID8Pxh9m.html,"8,60 l/100km",,,,,,,,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,MINI,Electric,Cooper SE,Eléctrico,Outubro,2021,19 630 km,,184 cv,Sim,Sim,Sim,Utilitário,Vermelho,Metalizado,Automática,,3,4,Classe 1,,18 Meses,1,Nacional,,,Sim,Usados,32 500        EUR,8088193501,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8PneBT.html,,,,,,,,,,,Sim,,,230 km,,,"15,50 kWh/100km",,StandVirtual,Yes,2023-09-12
Particular,MG,MG4,51 kWh Standard,Eléctrico,Outubro,2022,11 000 km,,170 cv,,,,Utilitário,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,,,,,Sim,Sim,Usados,30 800        EUR,8090069446,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mg-mg4-51-kwh-standard-ID8Pw6D4.html,,,,,,,,11/10/2026,11/10/2029,150 000 km,,,350 km,350 km,Própria,,17 kWh/100km,51 kWh,StandVirtual,Yes,2023-09-12
Particular,BMW,330,e Touring Corporate Edition Auto,Híbrido (Gasolina),Julho,2021,89 000 km,1 998 cm3,292 cv,Sim,,,Carrinha,Cinzento,,Automática,8,5,5,,Tracção traseira,,,,,,,Usados,39 900        EUR,8090195133,9 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-touring-corporate-edition-auto-ID8PwDkh.html,,,Série 3,,,31 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Particular,VW,Amarok,,Diesel,Dezembro,2018,130 000 km,2 967 cm3,258 cv,,,,SUV / TT,Cinzento,,Manual,6,4,3,,Integral,,,,,,,Usados,39 000        EUR,8090481054,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-amarok-ID8PvPHU.html,"8,60 l/100km",,,"7,30 l/100km",,229 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Zoe,Exclusive 50,Eléctrico,Junho,2021,11 375 km,,136 cv,,Sim,Sim,Citadino,Preto,,Automática,,5,5,,Tracção dianteira,18 Meses,,,,Sim,Sim,Usados,30 900        EUR,8088030321,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-exclusive-50-ID8Pmy9X.html,,,,,,,,01/06/2025,,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 160,AMG Line,Gasolina,Março,2022,21 365 km,1 332 cm3,109 cv,,Sim,Sim,Utilitário,Preto,,Manual,6,5,5,Classe 1,Tracção dianteira,36 Meses,,Nacional,,,,Usados,31 800        EUR,8090512577,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-amg-line-ID8PvXUl.html,,,Classe A,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,425 Gran Coupé,d Pack M Auto,Diesel,Setembro,2016,56 000 km,1 995 cm3,224 cv,,,,Sedan,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,35 980        EUR,8090422394,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-425-gran-coup-d-pack-m-auto-ID8PvArM.html,"5,70 l/100km",,Série 4,"4,30 l/100km",,127 g/km,227 €,21/09/2024,,,,,950 km,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,530,e iPerformance Pack M,Híbrido (Gasolina),Fevereiro,2018,70 000 km,1 998 cm3,252 cv,Sim,Sim,Sim,Sedan,Azul,Metalizado,Automática,,4,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,36 990        EUR,8090586529,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8Pxh97.html,,,Série 5,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Fevereiro,2020,34 000 km,,204 cv,Sim,,Sim,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,,Sim,Sim,Sim,Usados,31 980        EUR,8089945007,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-64kwh-ID8PuAfZ.html,,,,,,,,01/02/2024,,,Sim,,500 km,500 km,Própria,,"12,50 kWh/100km",64 kWh,StandVirtual,Yes,2023-09-12
Profissional,BMW,520,d Line Luxury Auto,Diesel,Abril,2019,44 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,18 000 Meses,1,Nacional,Sim,Sim,Sim,Usados,38 980        EUR,8090229262,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PwMcK.html,,,Série 5,,,135 g/km,,,,,Sim,,1 000 km,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,3008,1.6 Hybrid4 Allure e-EAT8,Híbrido (Gasolina),Fevereiro,2021,55 800 km,1 598 cm3,300 cv,,,,SUV / TT,Branco,Metalizado,Automática,,5,,,,36 Meses,,Nacional,,,,Usados,40 250        EUR,8090535281,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid4-allure-e-eat8-ID8Px3Ox.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Jaguar,I-Pace,Black AWD Aut.,Eléctrico,Dezembro,2018,126 000 km,,400 cv,,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,18 Meses,,,,,Sim,Usados,44 750        EUR,8088849544,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-black-awd-aut-ID8PpZhe.html,,,,,,,,,,,Sim,,,415 km,Própria,,22 kWh/100km,,StandVirtual,Yes,2023-09-12
Profissional,Tesla,Model S,,Eléctrico,Março,2018,155 000 km,,525 cv,Sim,Sim,Sim,Utilitário,Cinzento,,Automática,,5,5,Classe 1,,36 Meses,2,Importado,,Sim,Sim,Usados,42 000        EUR,8090586505,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-ID8Pxh8J.html,,,,,,,,,30/03/2027,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mitsubishi,L200,2.3 DI-D Strakar CD Intense 4WD,Diesel,Outubro,2020,57 000 km,2 268 cm3,150 cv,Sim,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,4,3,,,36 Meses,,Nacional,Sim,Sim,Sim,Usados,37 500        EUR,8089102564,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-l200-2-3-di-d-strakar-cd-intense-4wd-ID8Pr36c.html,,,,,,,,,01/01/0001,,Sim,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Março,2019,130 000 km,1 995 cm3,190 cv,Sim,Sim,Sim,Sedan,Cinzento,Metalizado,Automática,8,5,5,,,18 Meses,,Nacional,,,Sim,Usados,34 900        EUR,8089580152,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8Pt3le.html,,,Série 4,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Renault,Arkana,1.3 TCe R.S.Line EDC,Gasolina,Janeiro,2022,24 064 km,1 332 cm3,140 cv,Sim,Sim,Sim,Utilitário,Preto,Metalizado,Automática,7,5,5,Classe 1,,36 Meses,1,Nacional,Sim,Sim,Sim,Usados,31 990        EUR,8089470723,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-3-tce-r-s-line-edc-ID8PsASf.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Citroën,Grand C4 Spacetourer,,Diesel,Agosto,2021,33 650 km,1 499 cm3,130 cv,,,,Carrinha,Cinzento,Metalizado,Automática,,5,,,,36 Meses,,Nacional,,,,Usados,33 450        EUR,8090535209,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-ID8Px3Nn.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake AMG Line Aut.,Diesel,Setembro,2019,93 841 km,1 950 cm3,150 cv,Sim,Sim,Sim,Carrinha,Cinzento,,Automática,8,5,5,Classe 1,,18 Meses,1,Nacional,,,Sim,Usados,38 750        EUR,8090293569,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-amg-line-aut-ID8Pv2WX.html,,,Classe CLA,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Outubro,2020,34 357 km,1 332 cm3,163 cv,Sim,Sim,Sim,Sedan,Branco,,Automática,,5,5,Classe 1,,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,35 900        EUR,8090339982,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8Pvf0y.html,,,Classe A,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Fiat,500e,La Prima,Eléctrico,Janeiro,2023,12 190 km,,118 cv,Sim,Sim,Sim,Citadino,Cinzento,,Automática,,3,4,Classe 1,,36 Meses,1,Nacional,,,Sim,Usados,36 500        EUR,8090293567,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500e-la-prima-ID8Pv2WW.html,,,,,,,,,01/01/0001,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,BMW,330,e iPerformance Pack M,Híbrido (Gasolina),Outubro,2018,99 301 km,1 998 cm3,252 cv,,Sim,Sim,Sedan,Branco,,Automática,8,4,5,Classe 1,Tracção traseira,18 Meses,,Nacional,,,Sim,Usados,30 250        EUR,8090448596,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-330-e-iperformance-pack-m-ID8PvHgo.html,,,Série 3,,,44 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,A 180,d Style Plus,Diesel,Junho,2021,45 100 km,1 950 cm3,116 cv,,,,Utilitário,Preto,,Manual,6,5,5,,Tracção dianteira,36 Meses,,Nacional,Sim,Sim,Sim,Usados,33 450        EUR,8090448697,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-ID8PvHi1.html,"6,20 l/100km",,Classe A,"3,80 l/100km",,127 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,C 250,CDi BE Aut.,Diesel,Março,2016,144 000 km,2 143 cm3,204 cv,Sim,Sim,Sim,Coupé,Cinzento,,Automática,,3,4,Classe 1,,18 Meses,1,Nacional,,Sim,,Usados,34 500        EUR,8090155231,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-cdi-be-aut-ID8PwsVH.html,,Sim,Classe C,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,5008,1.5 BlueHDi GT Line,Diesel,Março,2020,25 000 km,1 499 cm3,130 cv,,Sim,Sim,SUV / TT,Branco,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,36 Meses,1,Nacional,Sim,,Sim,Usados,34 990        EUR,8089828455,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-gt-line-ID8Pu5V7.html,"4,70 l/100km",,,"3,80 l/100km",,141 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Peugeot,2008,1.2 PureTech Allure Pack EAT8,Gasolina,Março,2023,5 km,1 199 cm3,130 cv,,Sim,Sim,SUV / TT,Preto,,Automática,,5,5,,,18 Meses,,Importado,,,,Usados,33 500        EUR,8089915062,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-pack-eat8-ID8Pust0.html,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Audi,Q2,30 TFSI Advanced,Gasolina,Maio,2022,22 000 km,999 cm3,110 cv,Sim,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,18 Meses,1,Nacional,Sim,Sim,Sim,Usados,31 450        EUR,8088735760,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q2-30-tfsi-advanced-ID8PpwG0.html,"6,20 l/100km",,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake 8G-DCT Progressive,Diesel,Fevereiro,2020,51 000 km,1 950 cm3,150 cv,Sim,Sim,Sim,Carrinha,Rosa,,Automática,,5,5,Classe 1,,18 Meses,1,Importado,,Sim,Sim,Usados,38 900        EUR,8090436474,12 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-shooting-brake-8g-dct-progressive-ID8PvE6S.html,,Sim,Classe CLA,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-12
