Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Aceita retoma,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,IUC,Filtro de partículas,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Valor Fixo,IVA Discriminado,Consumo Extra Urbano,Inspecção válida até,Consumo Combinado,IVA dedutível,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,ou até,Clássico,Site,Portugal
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Fevereiro,2019,79 000 km,1 499 cm3,130 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Automática,8,5,7,Classe 1,,,,,18 Meses,1,,Sim,Sim,Sim,,Usados,28 950        EUR,8088882202,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A1 Citycarver,25 TFSI,Gasolina,Janeiro,2021,37 000 km,999 cm3,95 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,,5,5,Classe 1,,118 g/km,,,48 Meses,,,,Sim,Sim,,Usados,24 990        EUR,8089275023,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Sandero,1.0 ECO-G Stepway Comfort Bi-Fuel,GPL,Junho,2022,24 km,999 cm3,101 cv,Sim,Sim,Utilitário,Branco,,Manual,,5,5,,,,,,26 Meses,,,,,,,Novos,20 500        EUR,8087565675,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,d Touring,Diesel,Março,2018,73 000 km,1 995 cm3,190 cv,,,Carrinha,Preto,,Manual,,5,,,,125 g/km,,,36 Meses,,Nacional,,,,"5,60 l/100km",Usados,28 500        EUR,8089370944,5 Julho 2023,Sim,,"4,20 l/100km",,"4,80 l/100km",,,05/07/2026,Série 3,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,1.0 TSI Life,Gasolina,Setembro,2022,29 814 km,999 cm3,110 cv,Sim,Sim,Utilitário,Cinzento,,Manual,6,5,5,,,122 g/km,,,36 Meses,,Nacional,,,Sim,,Usados,26 400        EUR,8089711133,5 Julho 2023,,,,,,,,01/01/0001,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Puma,1.0 EcoBoost MHEV ST-Line X,Gasolina,Fevereiro,2021,26 932 km,998 cm3,125 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,18 Meses,1,Nacional,,,,,Usados,23 850        EUR,8089196937,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,1.5 BlueHDi Active Pack Business,Diesel,Junho,2019,152 228 km,1 499 cm3,130 cv,Sim,,Carrinha,Preto,,Manual,,5,5,Classe 1,,102 g/km,,,18 Meses,1,Importado,,,,,Usados,24 950        EUR,8088991305,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Zoe,Exclusive 50 Flex,Eléctrico,Novembro,2020,51 500 km,,136 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Automática,10,5,5,Classe 1,Tracção dianteira,,,,36 Meses,2,Importado,Sim,Sim,Sim,,Usados,25 890        EUR,8089968051,5 Julho 2023,Sim,Sim,,,,Sim,395 km,,,,395 km,"14,90 kWh/100km",52 kWh,Própria,,,StandVirtual,Yes
Profissional,Audi,Q2,30 TDI Sport S tronic,Diesel,Dezembro,2018,46 750 km,1 598 cm3,116 cv,,,SUV / TT,Preto,,Automática,,5,5,,,,,,18 Meses,,Nacional,,,,,Usados,26 490        EUR,8089308704,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Passat Variant,1.6 TDI Confortline,Diesel,Dezembro,2017,149 000 km,1 598 cm3,120 cv,Sim,Sim,Carrinha,Preto,,Manual,,5,5,Classe 1,,,154 €,Sim,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,17 500        EUR,8088692846,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 180,CDi AMG Line Aut.,Diesel,Março,2017,79 200 km,1 461 cm3,109 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,28 950        EUR,8088319492,5 Julho 2023,Sim,,,01/03/2025,,,,,Classe CLA,,,,,,,,StandVirtual,Yes
Profissional,VW,Polo,1.0 TSI Confortline,Gasolina,Maio,2021,27 300 km,999 cm3,95 cv,,,Utilitário,Cinzento,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,16 990        EUR,8089795329,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Março,2022,30 784 km,999 cm3,70 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,3,4,,Tracção dianteira,130 g/km,,,18 Meses,1,Nacional,,,Sim,"6,60 l/100km",Usados,16 950        EUR,8089850621,5 Julho 2023,Sim,Sim,"4,50 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Maio,2022,17 000 km,999 cm3,95 cv,,,Utilitário,Cinzento,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,18 990        EUR,8089516953,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Março,2022,22 450 km,999 cm3,95 cv,,,Utilitário,Branco,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,18 490        EUR,8088914556,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Kia,Ceed SW,1.0 T-GDi Drive,Gasolina,Agosto,2020,23 000 km,998 cm3,120 cv,Sim,,Carrinha,Preto,,Manual,6,5,5,Classe 1,,,,,18 Meses,,Nacional,,,Sim,,Usados,19 990        EUR,8089861126,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,A3 Sportback,1.6 TDI S-line,Diesel,Agosto,2018,78 820 km,1 598 cm3,116 cv,Sim,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,,Tracção dianteira,111 g/km,,,18 Meses,1,Nacional,,,Sim,"4,70 l/100km",Usados,24 500        EUR,8089850437,5 Julho 2023,Sim,Sim,"3,90 l/100km",14/08/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ibiza,1.0 TSI FR,Gasolina,Maio,2022,19 534 km,999 cm3,110 cv,Sim,Sim,Citadino,Preto,Metalizado,Manual,6,5,5,,Tracção dianteira,,,,18 Meses,,Nacional,,,Sim,,Usados,21 950        EUR,8088172520,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,CDi Urban,Diesel,Março,2015,93 541 km,1 461 cm3,109 cv,Sim,Sim,SUV / TT,Preto,,Manual,6,5,5,Classe 1,,,,,18 Meses,1,Importado,,,Sim,,Usados,24 950        EUR,8088417722,5 Julho 2023,,,,,,,,,Classe GLA,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,e-208,Active,Eléctrico,Maio,2022,5 808 km,,136 cv,Sim,Sim,Utilitário,Branco,,Automática,,5,5,Classe 1,,,,,36 Meses,1,Importado,Sim,Sim,Sim,,Usados,27 250        EUR,8089876109,5 Julho 2023,Sim,,,,,,,01/01/0001,,,,,,,,,StandVirtual,Yes
Profissional,VW,Touran,1.6 TDI Confortline,Diesel,Dezembro,2017,93 734 km,1 598 cm3,115 cv,Sim,Sim,Monovolume,Cinzento,Metalizado,Manual,6,5,7,,Tracção dianteira,,,,18 Meses,1,Nacional,,,Sim,,Usados,24 000        EUR,8088851240,5 Julho 2023,Sim,,,29/12/2023,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,Dezembro,2020,21 345 km,999 cm3,110 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Manual,6,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,,,Sim,,Usados,23 900        EUR,8088286222,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Março,2022,30 029 km,1 199 cm3,75 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,5,5,5,,Tracção dianteira,118 g/km,,,18 Meses,1,Nacional,,,Sim,"4,80 l/100km",Usados,19 750        EUR,8089553731,5 Julho 2023,Sim,Sim,"3,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,3008,1.5 BlueHDi Crossway,Diesel,Agosto,2018,104 463 km,1 499 cm3,130 cv,Sim,Sim,Monovolume,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,109 g/km,,Sim,18 Meses,1,Nacional,,,Sim,,Usados,26 450        EUR,8089353410,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mazda,CX-3,1.5 Sky.Excellence HT Leather White Navi,Diesel,Maio,2017,50 000 km,1 499 cm3,105 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,Sim,Sim,"4,90 l/100km",Usados,18 480        EUR,8088810146,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Novembro,2016,183 792 km,1 950 cm3,194 cv,Sim,Sim,Sedan,Azul,Metalizado,Automática,9,4,5,,Tracção traseira,138 g/km,,,18 Meses,,,,,,"5,70 l/100km",Usados,29 990        EUR,8089594341,5 Julho 2023,Sim,,"4,10 l/100km",,,,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,VW,Scirocco,2.0 TDI Sport,Diesel,Março,2016,100 000 km,1 968 cm3,150 cv,Sim,Sim,Coupé,Cinzento,Mate,Manual,6,3,4,Classe 1,Tracção traseira,,,,18 Meses,1,Nacional,Sim,Sim,Sim,5 l/100km,Usados,22 480        EUR,8088207484,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge,Diesel,Fevereiro,2019,106 834 km,1 248 cm3,95 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,Sim,18 Meses,1,Nacional,Sim,Sim,Sim,,Usados,15 400        EUR,8089507643,5 Julho 2023,Sim,Sim,,27/02/2025,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Mégane Sport Tourer,1.5 dCi GT Line EDC,Diesel,Março,2018,45 880 km,1 461 cm3,110 cv,Sim,Sim,Carrinha,Branco,,Automática,6,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,,,Sim,4 l/100km,Usados,22 750        EUR,8088416166,5 Julho 2023,Sim,,,21/03/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.5 eTSI FR DSG,Gasolina,Dezembro,2020,28 366 km,1 498 cm3,150 cv,Sim,Sim,Utilitário,Outra,Metalizado,Automática,7,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,,Sim,"6,30 l/100km",Usados,28 500        EUR,8088536419,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3 Aircross,1.2 PureTech Shine EAT6,Gasolina,Dezembro,2018,32 111 km,1 199 cm3,110 cv,Sim,Sim,Sedan,Vermelho,Metalizado,Automática,6,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,Sim,,Sim,"6,60 l/100km",Usados,18 950        EUR,8088546789,5 Julho 2023,Sim,,,20/12/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4,1.6 BlueHDi Live,Diesel,Julho,2016,117 565 km,1 560 cm3,100 cv,Sim,Sim,Utilitário,Cinzento,Metalizado,Manual,5,5,5,,Tracção dianteira,86 g/km,,,18 Meses,1,Nacional,,,Sim,"3,70 l/100km",Usados,15 750        EUR,8089372127,5 Julho 2023,Sim,,,01/07/2024,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,T-Cross,1.0 TSI Life,Gasolina,Janeiro,2022,32 167 km,999 cm3,95 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,5,5,5,,Tracção dianteira,131 g/km,,,18 Meses,1,Nacional,,,Sim,"5,90 l/100km",Usados,23 900        EUR,8089602953,5 Julho 2023,Sim,Sim,"4,40 l/100km",,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Kuga,1.5 TDCi Business,Diesel,Julho,2018,69 992 km,1 499 cm3,120 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,Tracção dianteira,,,,18 Meses,1,Nacional,,,Sim,"5,60 l/100km",Usados,20 500        EUR,8088440728,5 Julho 2023,Sim,,,30/07/2024,,,,,,,,,,,,,StandVirtual,Yes
Particular,SEAT,Ibiza,1.0 TSI FR DSG,Gasolina,Abril,2022,4 000 km,999 cm3,110 cv,,,Citadino,Cinzento,Metalizado,Automática,,5,,,,,,,,1,Nacional,,Sim,Sim,"5,30 l/100km",Usados,23 990        EUR,8086806182,5 Julho 2023,,,,,,,,20/04/2026,,,,,,,80 000 km,,StandVirtual,Yes
Profissional,BMW,320,d Touring Auto Pack M,Diesel,Setembro,2015,158 542 km,1 995 cm3,184 cv,,Sim,Sedan,Preto,Metalizado,Automática,,5,,,,,,Sim,18 Meses,,,Sim,,Sim,"5,70 l/100km",Usados,29 990        EUR,8087402325,5 Julho 2023,,,,,,,,,Série 3,,,,,,,,StandVirtual,Yes
Profissional,BMW,118,d Pack M,Diesel,Outubro,2013,156 873 km,1 995 cm3,143 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Manual,6,3,5,Classe 1,Tracção traseira,,,,18 Meses,,Importado,,Sim,Sim,,Usados,21 990        EUR,8086172445,5 Julho 2023,Sim,,,,,,,,Série 1,,,,,,,,StandVirtual,Yes
Profissional,BMW,320,,Diesel,Março,2017,139 915 km,1 995 cm3,163 cv,Sim,Sim,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,,,,18 Meses,,Importado,Sim,Sim,Sim,,Usados,29 990        EUR,8087071242,5 Julho 2023,Sim,,,,,,,,Série 3,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Maio,2022,18 411 km,1 199 cm3,75 cv,,,Utilitário,Branco,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,18 990        EUR,8089471077,5 Julho 2023,Sim,,,,"5,20 l/100km",,,05/07/2026,,,,,,,,,StandVirtual,Yes
Profissional,Dacia,Jogger,1.0 ECO-G SL Extreme 7L Bi-Fuel,GPL,Abril,2023,5 km,999 cm3,101 cv,Sim,Sim,Monovolume,Cinzento,,Manual,,5,7,,,,,,18 Meses,,Importado,,,,,Usados,29 800        EUR,8089370872,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i10,1.0 Comfort,Gasolina,Fevereiro,2022,27 554 km,998 cm3,67 cv,Sim,Sim,Pequeno citadino,Vermelho,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,119 g/km,,,18 Meses,,Nacional,,,Sim,,Usados,16 950        EUR,8089258788,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508,1.5 BlueHDi Allure,Diesel,Dezembro,2020,87 646 km,1 499 cm3,130 cv,,,Utilitário,Cinzento,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,28 790        EUR,8089471076,5 Julho 2023,Sim,,,,"4,60 l/100km",,,05/07/2026,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus SW,1.0 EcoBoost MHEV ST-Line X,Gasolina,Novembro,2021,25 000 km,998 cm3,125 cv,Sim,Sim,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,,,,,36 Meses,1,Nacional,,Sim,Sim,,Usados,23 900        EUR,8089258948,5 Julho 2023,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Março,2021,43 506 km,1 199 cm3,102 cv,,,SUV / TT,Cinzento,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,22 990        EUR,8089471078,5 Julho 2023,Sim,,,,"5,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Julho,2022,20 000 km,1 199 cm3,83 cv,Sim,Sim,Citadino,Branco,Metalizado,Manual,,5,5,Classe 1,,,,,36 Meses,1,Nacional,,Sim,Sim,,Usados,17 400        EUR,8089258982,5 Julho 2023,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo,1.6 M-Jet Lounge Tech J17 DCT,Diesel,Maio,2019,65 000 km,1 598 cm3,120 cv,Sim,Sim,Utilitário,Prateado,Metalizado,Automática,,5,5,Classe 1,,,,,36 Meses,1,Nacional,,,Sim,"5,50 l/100km",Usados,18 100        EUR,8089258941,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Novembro,2021,25 000 km,999 cm3,90 cv,Sim,Sim,SUV / TT,Prateado,Metalizado,Manual,6,5,5,Classe 1,,,,,36 Meses,1,Nacional,,Sim,Sim,"6,30 l/100km",Usados,21 800        EUR,8089258963,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,CDI Avantgarde BlueEfficiency,Diesel,Agosto,2010,226 000 km,2 143 cm3,170 cv,Sim,Sim,Carrinha,Cinzento,Metalizado,Manual,6,5,7,,,,,,18 Meses,,,Sim,Sim,Sim,,Usados,18 600        EUR,8088364905,5 Julho 2023,,,,,,,,,Classe E,,,,,,,,StandVirtual,Yes
Profissional,Ford,Fiesta,1.0 EcoBoost Active,Gasolina,Junho,2019,46 724 km,998 cm3,85 cv,Sim,Sim,Citadino,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,18 Meses,,Nacional,,Sim,Sim,"5,90 l/100km",Usados,17 250        EUR,8089059730,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Fiat,Tipo Station Wagon,1.6 M-Jet Lounge Tech J17,Diesel,Junho,2019,50 000 km,1 598 cm3,120 cv,Sim,Sim,Carrinha,Prateado,Metalizado,Manual,,5,5,Classe 1,,,,,36 Meses,1,Nacional,,,Sim,"5,60 l/100km",Usados,18 400        EUR,8089258943,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Outubro,2021,17 000 km,999 cm3,90 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,,,,,18 Meses,1,Nacional,Sim,Sim,Sim,"6,30 l/100km",Usados,23 950        EUR,8088460622,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Janeiro,2021,45 197 km,1 199 cm3,102 cv,,,SUV / TT,Laranja,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,22 990        EUR,8089471079,5 Julho 2023,Sim,,,,"5,50 l/100km",,,05/07/2026,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Janeiro,2021,50 369 km,1 199 cm3,102 cv,,,SUV / TT,Laranja,,Manual,,5,5,,,,,,36 Meses,,Nacional,,,,,Usados,23 790        EUR,8089471083,5 Julho 2023,Sim,,,,"5,50 l/100km",,,,,,,,,,,,StandVirtual,Yes
Profissional,Citroën,C4,1.2 PureTech Feel Pack,Gasolina,Março,2022,30 000 km,1 199 cm3,131 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,36 Meses,1,Nacional,,Sim,Sim,,Usados,23 900        EUR,8089258951,5 Julho 2023,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,SEAT,Leon,1.0 TSI FR,Gasolina,Junho,2021,52 221 km,999 cm3,110 cv,Sim,Sim,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,36 Meses,,,Sim,Sim,Sim,,Usados,23 390        EUR,8088784255,5 Julho 2023,Sim,Sim,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Outubro,2019,74 294 km,1 998 cm3,292 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,Tracção traseira,30 g/km,,,18 Meses,,Nacional,,,Sim,,Usados,33 990        EUR,8089816923,5 Julho 2023,Sim,,,,,Sim,66 km,,Série 3,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 220,d Shooting Brake AMG Line Aut.,Diesel,Outubro,2019,50 000 km,1 950 cm3,190 cv,Sim,Sim,Carrinha,Preto,Metalizado,Automática,8,5,5,,Tracção dianteira,144 g/km,,,24 Meses,1,Nacional,Sim,Sim,Sim,"5,60 l/100km",Usados,44 490        EUR,8089850270,5 Julho 2023,Sim,Sim,"4,10 l/100km",,,,,,Classe CLA,,,,,,,,StandVirtual,Yes
Profissional,BMW,525,d Pack M Auto,Diesel,Setembro,2017,14 228 km,1 995 cm3,231 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,Classe 1,,,,,18 Meses,,Nacional,,,Sim,,Usados,44 990        EUR,8087526999,5 Julho 2023,Sim,Sim,,,,,,,Série 5,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q3,35 TFSI Advanced S tronic,Gasolina,Março,2020,37 000 km,1 498 cm3,150 cv,Sim,Sim,SUV / TT,Azul,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,1,,Sim,Sim,Sim,"6,90 l/100km",Usados,39 490        EUR,8089600537,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V60,2.0 D3 Momentum Geartronic,Diesel,Fevereiro,2019,149 027 km,1 969 cm3,150 cv,Sim,Sim,Carrinha,Cinzento,,Automática,,5,5,,,,,,18 Meses,1,Nacional,Sim,,Sim,,Usados,30 899        EUR,8087568780,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,420,d Pack M Auto,Diesel,Junho,2018,99 000 km,1 995 cm3,190 cv,Sim,Sim,Coupé,Cinzento,Metalizado,Automática,8,2,5,,Tracção traseira,,,Sim,18 Meses,1,Nacional,Sim,,Sim,"5,10 l/100km",Usados,35 999        EUR,8087062755,5 Julho 2023,Sim,Sim,,,,Sim,,,Série 4,,,,,,,,StandVirtual,Yes
Profissional,BMW,330,e Corporate Edition Auto,Híbrido (Gasolina),Dezembro,2019,119 000 km,1 998 cm3,292 cv,Sim,Sim,Sedan,Preto,Metalizado,Automática,8,4,5,,,,,,18 Meses,,Nacional,,,Sim,,Usados,31 980        EUR,8089637911,5 Julho 2023,Sim,,,,,Sim,,,Série 3,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard DCT,Diesel,Março,2022,41 955 km,1 598 cm3,136 cv,,,SUV / TT,Preto,,Automática,,5,5,,,,,,68 Meses,,Nacional,,,,,Usados,36 900        EUR,8089924656,5 Julho 2023,Sim,,,,"5,40 l/100km",,,10/03/2029,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Focus,2.3 EcoBoost ST3,Gasolina,Fevereiro,2020,55 000 km,2 261 cm3,280 cv,,Sim,Utilitário,Azul,Metalizado,Manual,6,5,5,Classe 1,,,,,18 Meses,1,Nacional,Sim,Sim,Sim,"10,80 l/100km",Usados,35 900        EUR,8089221453,5 Julho 2023,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,Kauai,EV 39kWh Vanguard,Eléctrico,Maio,2021,11 000 km,,136 cv,Sim,Sim,SUV / TT,Branco,,Automática,,5,5,Classe 1,Tracção dianteira,,,,36 Meses,1,Importado,Sim,Sim,Sim,,Usados,33 000        EUR,8088830185,5 Julho 2023,Sim,Sim,,,,Sim,,01/05/2028,,,315 km,13 kWh/100km,,Própria,,,StandVirtual,Yes
Profissional,BMW,116,d Pack M,Diesel,Agosto,2022,19 000 km,1 496 cm3,116 cv,Sim,Sim,Citadino,Cinzento,,Manual,,5,5,,,,,,18 Meses,,Nacional,,,Sim,,Usados,32 900        EUR,8089552355,5 Julho 2023,Sim,Sim,,,,,,,Série 1,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 D3 Momentum Core,Diesel,Novembro,2019,44 000 km,1 969 cm3,150 cv,Sim,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,,,,,,18 Meses,,Nacional,,,Sim,,Usados,34 500        EUR,8089637615,5 Julho 2023,Sim,Sim,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mitsubishi,L200,2.3 DI-D Strakar CD Intense 4WD,Diesel,Outubro,2020,57 000 km,2 268 cm3,150 cv,Sim,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,4,3,,,,,,36 Meses,,Nacional,Sim,Sim,Sim,,Usados,37 500        EUR,8089102564,5 Julho 2023,Sim,,,,,Sim,,01/01/0001,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,V90,2.0 D4 R-Design Geartronic,Diesel,Abril,2018,83 000 km,1 969 cm3,190 cv,Sim,Sim,Carrinha,Azul,Metalizado,Automática,8,5,5,,,,,,18 Meses,,Nacional,,,Sim,,Usados,36 900        EUR,8089155930,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Nissan,Navara,2.3 dCi CD 4WD N-Connecta Navi+Barras,Diesel,Janeiro,2018,81 000 km,2 298 cm3,190 cv,Sim,Sim,SUV / TT,Branco,,Manual,6,4,3,,,,,,18 Meses,,Nacional,,,Sim,,Usados,35 500        EUR,8089511147,5 Julho 2023,Sim,,,,,Sim,,,,,,,,,,,StandVirtual,Yes
Profissional,Peugeot,508 SW,2.0 BlueHDi GT EAT8,Diesel,Setembro,2019,71 000 km,1 997 cm3,177 cv,Sim,Sim,Carrinha,Branco,Metalizado,Automática,8,5,5,,,,,,18 Meses,,Nacional,Sim,Sim,Sim,,Usados,34 500        EUR,8088010342,5 Julho 2023,Sim,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Abarth,124 Spider,1.4 T Multiair,Gasolina,Janeiro,2017,66 000 km,1 368 cm3,170 cv,Sim,Sim,Cabrio,Cinzento,Metalizado,Manual,6,2,2,Classe 1,Tracção dianteira,148 g/km,,,18 Meses,2,Nacional,Sim,Sim,Sim,"8,50 l/100km",Usados,31 990        EUR,8089747709,5 Julho 2023,,,"5,10 l/100km",20/01/2024,,,,,,,,,,,,,StandVirtual,Yes
