Anunciante,Marca,Modelo,Sub-modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Autonomia Máxima,Emissões CO2,IUC,Filtro de partículas,Registo(s),Origem,Não fumador,2º Chave,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,IVA Discriminado,Aceita retoma,Possibilidade de financiamento,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Consumo Urbano,Consumo Extra Urbano,Garantia de Fábrica até,Gancho de Reboque,Consumo Combinado,Autonomia,Bateria,Consumo,Capacidade da bateria,Clássico,ou até,Site,Portugal,Data
Profissional,Mercedes-Benz,A 180,Classe A,d AMG Line,Diesel,Setembro,2015,179 892 km,1 461 cm3,109 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,1,Importado,,Sim,Usados,20 900        EUR,8090102089,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8Pwf7z.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Golf,,1.0 TSI Life,Gasolina,Agosto,2022,25 809 km,999 cm3,110 cv,Utilitário,Cinzento,,Manual,,5,5,,,,,,,,Nacional,,,Usados,26 800        EUR,8090021696,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-life-ID8PuUcU.html,Sim,,,,,18 Meses,,,,,,"5,20 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Zoe,,Intens 50,Eléctrico,Junho,2021,62 200 km,,109 cv,Citadino,Branco,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,395 km,,,,,,Sim,Sim,Usados,22 800        EUR,8089562694,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PsYNE.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,395 km,Própria,17 kWh/100km,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,X2,Série X,16 d sDrive Auto,Diesel,Maio,2019,135 000 km,1 496 cm3,116 cv,SUV / TT,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,,133 g/km,,,,,Sim,Sim,Usados,26 990        EUR,8090145383,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x2-16-d-sdrive-auto-ID8PwqnR.html,,,,,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C4 Cactus,,1.2 PureTech Shine EAT6,Gasolina,Janeiro,2019,59 350 km,1 199 cm3,110 cv,Utilitário,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Usados,18 490        EUR,8090573968,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-shine-eat6-ID8PxdSv.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,e-208,,Active,Eléctrico,Novembro,2021,13 400 km,,136 cv,Citadino,Branco,Metalizado,Automática,,5,5,Classe 1,,,,,,,,Sim,Sim,Usados,28 990        EUR,8088904169,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-e-208-active-ID8Pqduh.html,,,Sim,Sim,11/11/2025,18 Meses,Sim,,,,,,340 km,Própria,"16,90 kWh/100km",,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,116,Série 1,d Line Sport,Diesel,Janeiro,2016,155 000 km,1 496 cm3,116 cv,Citadino,Prateado,Metalizado,Manual,,5,5,Classe 1,,,98 g/km,,Sim,1,,Sim,Sim,Usados,17 900        EUR,8090228793,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8PwM5b.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Nissan,Qashqai,,1.5 dCi Acenta Connect,Diesel,Janeiro,2018,114 662 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Metalizado,Manual,,5,5,Classe 1,,,99 g/km,,Sim,1,,Sim,Sim,Usados,21 400        EUR,8087770064,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-acenta-connect-ID8Plssg.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,BMW,125,Série 1,dA Pack M,Diesel,Outubro,2013,158 500 km,1 995 cm3,218 cv,Utilitário,Cinzento,Metalizado,Automática,8,5,5,,,,,"271,56 €",Sim,,,Sim,Sim,Usados,21 900        EUR,8088473316,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-125-da-pack-m-ID8Popp2.html,,,,,15/10/2024,,Sim,"5,70 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 200,Classe C,d Avantgarde Aut.,Diesel,Novembro,2017,72 000 km,1 598 cm3,136 cv,Carrinha,Azul,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,1 000 km,114 g/km,154 €,Sim,1,Nacional,Sim,Sim,Usados,27 980        EUR,8089151115,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-avantgarde-aut-ID8PrfJh.html,Sim,Sim,Sim,Sim,24/11/2023,18 Meses,Sim,"5,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,520,Série 5,d Touring Aut. Luxury Line,Diesel,Dezembro,2017,141 000 km,1 995 cm3,190 cv,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Usados,29 450        EUR,8090675980,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-touring-aut-luxury-line-ID8PxEpS.html,Sim,Sim,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Mercedes-Benz,C 220,Classe C,(BlueTEC) d Station Avantgarde,Diesel,Dezembro,2014,208 000 km,2 143 cm3,170 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,1 000 km,108 g/km,220 €,Sim,1,Importado,Sim,Sim,Usados,16 500        EUR,8090691291,9 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-d-station-avantgarde-ID8PxIoP.html,,,,,11/12/2023,,Sim,"5,20 l/100km","3,70 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,116,Série 1,d Line Sport,Diesel,Agosto,2017,125 000 km,1 496 cm3,116 cv,Utilitário,Preto,Metalizado,Manual,,5,5,Classe 1,,,89 g/km,,Sim,1,,Sim,Sim,Usados,18 900        EUR,8090158760,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8PwtRC.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,208,,,Gasolina,Janeiro,2023,3 384 km,1 199 cm3,75 cv,Utilitário,Branco,,Manual,5,5,5,Classe 1,,,,,,,Nacional,Sim,Sim,Usados,19 950        EUR,8090229299,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8PwMdl.html,Sim,,Sim,Sim,,36 Meses,,,,03/01/2026,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Mégane Sport Tourer,,1.5 dCi GT Line J18,Diesel,Agosto,2017,109 000 km,1 461 cm3,110 cv,Carrinha,Cinzento,Metalizado,Manual,,5,5,Classe 1,,,95 g/km,,Sim,1,,Sim,Sim,Usados,16 900        EUR,8090650560,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-gt-line-j18-ID8PxxNS.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,5008,,1.5 BlueHDi Allure Pack EAT8,Diesel,Fevereiro,2020,104 000 km,1 499 cm3,130 cv,Monovolume,Preto,Metalizado,Automática,,5,7,Classe 1,,,139 g/km,,Sim,1,,Sim,Sim,Usados,28 900        EUR,8090253237,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8PwSrr.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 180,Classe A,d Style Plus Aut.,Diesel,Novembro,2020,89 000 km,1 461 cm3,116 cv,Utilitário,Preto,Metalizado,Automática,,5,5,Classe 1,,,127 g/km,,Sim,1,,Sim,Sim,Usados,28 900        EUR,8089289792,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-plus-aut-ID8PrPO0.html,,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Renault,Talisman Sport Tourer,,1.6 dCi Intens P.Style EDC,Diesel,Março,2016,182 220 km,1 598 cm3,160 cv,Carrinha,Castanho,Metalizado,Automática,6,5,5,,Tracção dianteira,,120 g/km,,,2,,,Sim,Usados,16 350        EUR,8090743772,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-talisman-sport-tourer-1-6-dci-intens-p-style-edc-ID8PxV3i.html,,,,,,,Sim,5 l/100km,"4,20 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,308 SW,,1.5 BlueHDi Allure,Diesel,Dezembro,2019,81 000 km,1 499 cm3,130 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,117 g/km,155 €,,1,Nacional,Sim,Sim,Usados,17 900        EUR,8090789879,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8Py82X.html,Sim,,Sim,Sim,30/12/2023,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,MINI,Cooper,,D Auto Metropolitan,Diesel,Junho,2014,114 000 km,1 496 cm3,116 cv,Citadino,Castanho,Metalizado,Automática,7,3,4,Classe 1,Tracção dianteira,,,140 €,Sim,1,Importado,Sim,Sim,Usados,18 900        EUR,8089760839,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-auto-metropolitan-ID8PtOlx.html,Sim,,Sim,Sim,,36 Meses,Sim,"4,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,2008,,,Diesel,Abril,2016,100 000 km,1 560 cm3,120 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,140 €,Sim,1,,Sim,Sim,Usados,15 900        EUR,8089563975,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-ID8PsZ8j.html,,,Sim,Sim,,18 Meses,Sim,"4,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 160,Classe A,Style,Gasolina,Março,2022,16 400 km,1 332 cm3,109 cv,Utilitário,Branco,,Manual,,5,5,,,,,,,,Nacional,,,Usados,28 000        EUR,8089897818,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-ID8PunYS.html,Sim,,,,,24 Meses,,,,,,"5,90 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Hyundai,i30,,1.0 T-GDI Style,Gasolina,Maio,2021,47 165 km,998 cm3,120 cv,Utilitário,Cinzento,,Manual,,5,5,,,,,,,,Nacional,,,Usados,19 990        EUR,8089852037,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-1-0-t-gdi-style-ID8Puc4t.html,Sim,,,,,55 Meses,,,,24/05/2028,,"5,60 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Golf Variant,,1.6 TDi Confortline,Diesel,Abril,2019,99 990 km,1 598 cm3,115 cv,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,,,Sim,,,Sim,Sim,Usados,23 400        EUR,8088438141,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-variant-1-6-tdi-confortline-ID8PogfH.html,,,,Sim,01/04/2025,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,5008,,1.6 BlueHDi Style,Diesel,Maio,2015,105 300 km,1 560 cm3,120 cv,Monovolume,Cinzento,Metalizado,Manual,,5,7,,,,,,,,Nacional,,Sim,Usados,15 450        EUR,8088214579,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-style-ID8Pnk5R.html,,Sim,Sim,Sim,01/05/2023,24 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,GLA 180,Classe GLA,d Style,Diesel,Novembro,2017,60 600 km,1 461 cm3,109 cv,SUV / TT,Cinzento,,Manual,6,5,5,,,,,,Sim,,Importado,,Sim,Usados,25 990        EUR,8089642419,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-style-ID8Ptjxx.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Alfa Romeo,Giulia,,2.2 D,Diesel,Maio,2017,90 000 km,2 143 cm3,150 cv,Sedan,Branco,Metalizado,Manual,6,4,5,Classe 1,Tracção traseira,,,,Sim,1,Nacional,Sim,Sim,Usados,21 950        EUR,8090747386,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-ID8PxVZA.html,,,,Sim,,18 Meses,,"5,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,320,Série 3,d Touring Pack M,Diesel,Abril,2013,155 000 km,1 995 cm3,184 cv,Carrinha,Cinzento,,Manual,6,5,5,Classe 1,Tracção traseira,,128 g/km,,Sim,1,Nacional,,Sim,Usados,20 980        EUR,8090730513,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-ID8PxSBr.html,Sim,,Sim,Sim,20/04/2024,18 Meses,Sim,6 l/100km,"4,20 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,BMW,320,Série 3,d Touring Line Sport,Diesel,Maio,2019,173 000 km,1 995 cm3,190 cv,Carrinha,Preto,Metalizado,Manual,6,5,,,Tracção traseira,,155 g/km,,Sim,,Importado,Sim,Sim,Usados,26 500        EUR,8090043919,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-line-sport-ID8PuZZl.html,,,,,,,Sim,"5,80 l/100km","4,50 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,Golf,,2.0 TSi R DSG,Gasolina,Agosto,2014,132 000 km,1 984 cm3,300 cv,Utilitário,Preto,Metalizado,Automática,,5,5,Classe 1,Integral,,,,,1,,Sim,Sim,Usados,29 999        EUR,8090604364,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-r-dsg-ID8PxlMM.html,,,,Sim,,18 Meses,,"8,60 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,320,Série 3,d Touring Auto Pack M,Diesel,Março,2013,220 000 km,1 995 cm3,184 cv,Carrinha,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,,1,,Sim,Sim,Usados,21 000        EUR,8090604692,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-auto-pack-m-ID8PxlS4.html,,,,Sim,,18 Meses,Sim,"5,70 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Mégane Sport Tourer,,BLUE dCi 115 EDC INTENS,Diesel,Dezembro,2018,115 000 km,1 461 cm3,115 cv,Carrinha,Preto,Metalizado,Automática,,5,5,Classe 1,Tracção dianteira,,,,Sim,1,,Sim,Sim,Usados,19 999        EUR,8090604700,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-blue-dci-115-edc-intens-ID8PxlSc.html,Sim,,Sim,Sim,,18 Meses,Sim,"4,50 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,VW,T-Roc,,1.6 TDI Sport,Diesel,Julho,2018,57 000 km,1 598 cm3,115 cv,SUV / TT,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,,139 g/km,,,1,Nacional,Sim,Sim,Usados,26 990        EUR,8090789747,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-t-roc-1-6-tdi-sport-ID8Py80P.html,,,,,,18 Meses,Sim,5 l/100km,4 l/100km,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,120,Série 1,d Aut. BluePerformance Sport Line,Diesel,Julho,2012,182 000 km,1 995 cm3,184 cv,Utilitário,Branco,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,,,,Sim,1,,Sim,Sim,Usados,15 900        EUR,8090261291,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-120-d-aut-blueperformance-sport-line-ID8PwUxl.html,,,,Sim,,18 Meses,Sim,"5,20 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Clio,,BLUE dCi 115 INTENS,Diesel,Dezembro,2019,92 000 km,1 461 cm3,115 cv,Citadino,Laranja,Metalizado,Manual,,5,,,,,,,Sim,,,,,Usados,18 950        EUR,8090789729,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-blue-dci-115-intens-ID8Py80x.html,,,,Sim,,36 Meses,,"4,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Mégane,,,Diesel,Junho,2017,112 684 km,1 461 cm3,110 cv,Carrinha,Cinzento,,Manual,,5,5,,,,95 g/km,,,,Nacional,,,Usados,15 990        EUR,8089852036,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-ID8Puc4s.html,Sim,,,,,36 Meses,,"4,20 l/100km","3,40 l/100km",10/10/2026,,"3,70 l/100km",,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Hyundai,Kauai,,1.0 T-GDi Premium,Gasolina,Janeiro,2022,24 535 km,998 cm3,120 cv,SUV / TT,Branco,,Manual,,5,5,,,,,,,,Nacional,,,Usados,21 950        EUR,8089747480,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-ID8PtKS4.html,Sim,,,,,62 Meses,,,,02/01/2029,,6 l/100km,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Opel,Corsa-e,,Edition,Eléctrico,Dezembro,2022,11 km,,136 cv,Citadino,Preto,,Automática,,,,,,,,,,,Importado,,,Usados,26 900        EUR,8089947906,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-edition-ID8PuB0K.html,,,Sim,Sim,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,2008,,1.2 PureTech Allure Pack EAT8,Gasolina,Junho,2021,15 400 km,1 199 cm3,130 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,,1,Nacional,Sim,Sim,Usados,28 990        EUR,8090463661,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-allure-pack-eat8-ID8PvLbn.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 160,Classe A,Style Plus,Gasolina,Maio,2022,12 567 km,1 332 cm3,109 cv,Utilitário,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,,,,,,Nacional,,,Usados,28 500        EUR,8090769524,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-160-style-plus-ID8Py2KE.html,,,Sim,Sim,,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,3008,,1.5 BlueHDi GT Line EAT8,Diesel,Abril,2019,114 400 km,1 499 cm3,130 cv,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,,,Nacional,Sim,Sim,Usados,27 900        EUR,8089810907,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8Pu1n5.html,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Captur,,1.5 dCi Exclusive,Diesel,Junho,2018,94 004 km,1 461 cm3,110 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,Sim,,,Sim,Sim,Usados,18 400        EUR,8087106220,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-ID8PiFL6.html,,,,Sim,01/07/2024,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,Grand C4 Spacetourer,,BlueHDi 120 Stop&Start EAT6 SHINE,Diesel,Junho,2018,118 000 km,1 560 cm3,120 cv,Monovolume,Cinzento,Metalizado,Automática,6,5,7,Classe 1,Tracção dianteira,,,,Sim,1,Importado,Sim,Sim,Usados,19 900        EUR,8089805279,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-bluehdi-120-stop-start-eat6-shine-ID8PtZUj.html,Sim,,Sim,Sim,,18 Meses,Sim,"4,40 l/100km",,,,,,,,,Sim,,StandVirtual,Yes,2023-10-10
Profissional,Citroën,C4 Cactus,,1.6 BlueHDi Shine,Diesel,Abril,2018,68 000 km,1 560 cm3,100 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,Tracção dianteira,,,,Sim,1,Nacional,Sim,Sim,Usados,17 900        EUR,8089912749,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-6-bluehdi-shine-ID8PurRH.html,Sim,,Sim,Sim,,18 Meses,Sim,"4,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,308,,1.5 BlueHDi Business Line,Diesel,Julho,2019,82 000 km,1 499 cm3,130 cv,Utilitário,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,,,,Sim,1,,Sim,Sim,Usados,16 300        EUR,8088968805,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-business-line-ID8PquiN.html,,,,Sim,,18 Meses,,"4,10 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Peugeot,308 SW,,1.5 BlueHDi Allure,Diesel,Setembro,2018,142 000 km,1 499 cm3,130 cv,Carrinha,Azul,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,Sim,1,,Sim,Sim,Usados,16 500        EUR,8088176478,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-allure-ID8Pnabk.html,,,,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,118,Série 1,d Pack M,Diesel,Março,2013,166 391 km,1 995 cm3,143 cv,Utilitário,Cinzento,Pérola,Manual,,5,,,,,,,Sim,,,Sim,Sim,Usados,20 990        EUR,8090747372,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-pack-m-ID8PxVZm.html,Sim,,Sim,Sim,,18 Meses,,"5,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,C 180,Classe C,d Station Exclusive,Diesel,Maio,2017,142 000 km,1 598 cm3,122 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,,Classe 1,Tracção dianteira,1 200 km,111 g/km,146 €,Sim,1,Importado,Sim,Sim,Usados,19 900        EUR,8089189507,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-180-d-station-exclusive-ID8PrpIw.html,Sim,,,Sim,,18 Meses,Sim,"6,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Particular,Ford,S-Max,,2.0 TDCi Titanium Powershift,Diesel,Junho,2017,152 000 km,1 997 cm3,180 cv,Monovolume,Cinzento,Metalizado,Automática,,5,7,,,,,,,,,,,Usados,20 500        EUR,8090789631,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-s-max-2-0-tdci-titanium-powershift-ID8Py7YX.html,Sim,,,,,,,"6,10 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,BMW,318,Série 3,d Touring Auto Pack M,Diesel,Julho,2015,161 000 km,1 995 cm3,143 cv,Carrinha,Cinzento,,Automática,8,5,5,,Tracção traseira,,127 g/km,,Sim,,,Sim,Sim,Usados,21 400        EUR,8089986923,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-auto-pack-m-ID8PuLa3.html,Sim,,Sim,Sim,,18 Meses,Sim,"5,80 l/100km","4,30 l/100km",,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Renault,Zoe,,Exclusive 50 Flex,Eléctrico,Novembro,2020,51 500 km,,136 cv,Citadino,Cinzento,Metalizado,Automática,10,5,5,Classe 1,Tracção dianteira,395 km,,,,2,Importado,Sim,Sim,Usados,23 890        EUR,8089968051,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-exclusive-50-flex-ID8PuGfF.html,Sim,Sim,Sim,Sim,,36 Meses,Sim,,,,,,395 km,Própria,"14,90 kWh/100km",52 kWh,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 180,Classe A,d AMG Line,Diesel,Maio,2016,230 000 km,1 461 cm3,109 cv,Citadino,Preto,Metalizado,Manual,6,5,5,Classe 1,,,108 g/km,,Sim,2,,Sim,Sim,Usados,19 990        EUR,8090318374,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-ID8Pv9o2.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,Mercedes-Benz,A 180,Classe A,d AMG Line Aut.,Diesel,Maio,2018,146 000 km,1 461 cm3,109 cv,Citadino,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,102 g/km,,Sim,2,,Sim,Sim,Usados,24 990        EUR,8090502205,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8PvWd3.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,MINI,Electric,,Cooper SE,Eléctrico,Março,2020,30 000 km,,184 cv,Citadino,Preto,Metalizado,Automática,,3,4,Classe 1,,,,,,1,,Sim,Sim,Usados,26 990        EUR,8089161436,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mini-electric-cooper-se-ID8PripK.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
Profissional,SEAT,Leon,,2.0 TDI FR S/S,Diesel,Maio,2013,123 000 km,1 968 cm3,150 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,,,119 g/km,,Sim,2,,Sim,Sim,Usados,15 990        EUR,8090155339,10 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-2-0-tdi-fr-s-s-ID8PwsYr.html,Sim,,Sim,Sim,,18 Meses,Sim,,,,,,,,,,,,StandVirtual,Yes,2023-10-10
