Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Origem,Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Sub-modelo,Valor Fixo,Aceita retoma,Possibilidade de financiamento,Tipo de cor,Classe do veículo,Garantia de Stand (incl. no preço),IUC,Registo(s),Garantia de Fábrica até,IVA Discriminado,Consumo Combinado,ou até,Autonomia Máxima,Valor sem ISV,Autonomia,Consumo,Capacidade da bateria,Bateria,Site,Portugal,Data
Profissional,VW,Golf,1.6 TDI Confortline,Diesel,Janeiro,2018,80 013 km,1 598 cm3,115 cv,Citadino,Azul,Manual,,5,,,,,,Nacional,,,,,,Usados,21 490        EUR,8090267822,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-6-tdi-confortline-ID8PwVeG.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A5 Sportback,2.0 TDI,Diesel,Agosto,2017,114 610 km,1 968 cm3,150 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,28 990        EUR,8090592781,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a5-sportback-2-0-tdi-ID8PxiLX.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2021,43 474 km,1 199 cm3,102 cv,Citadino,Laranja,Manual,,5,,,,,,Nacional,,,,,,Usados,24 000        EUR,8090592748,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PxiLq.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Dacia,Spring,,Eléctrico,Dezembro,2022,6 616 km,,45 cv,Citadino,Azul,Automática,,5,,,,,,Nacional,,,,,,Usados,22 490        EUR,8090592743,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/dacia-spring-ID8PxiLl.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,2008,1.5 BlueHDi Allure,Diesel,Setembro,2020,129 500 km,1 499 cm3,110 cv,SUV / TT,Cinzento,Manual,6,5,5,,,,,Importado,Sim,Sim,Sim,,,Usados,22 950        EUR,8090534778,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-allure-ID8Px3Gq.html,,,Sim,Sim,,,24 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Espace,,Diesel,Agosto,2018,82 360 km,1 598 cm3,160 cv,Monovolume,Cinzento,Automática,,5,7,,,,,Importado,Sim,Sim,Sim,,,Usados,25 950        EUR,8090451295,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-espace-ID8PvHXW.html,,,Sim,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Citroën,C4 Cactus,1.5 BlueHDi Shine,Diesel,Setembro,2020,41 208 km,1 499 cm3,102 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,19 990        EUR,8089773799,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-5-bluehdi-shine-ID8PtRIz.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Opel,Corsa,1.2 Edition,Gasolina,Julho,2022,30 000 km,1 199 cm3,75 cv,Utilitário,Cinzento,Manual,,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,15 950        EUR,8090564842,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-edition-ID8Pxbwk.html,,,Sim,Sim,Metalizado,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Passat Variant,1.6 TDI Highline DSG,Diesel,Julho,2018,121 000 km,1 598 cm3,120 cv,Carrinha,Preto,Automática,7,5,5,Tracção dianteira,104 g/km,,,Importado,Sim,Sim,Sim,"4,50 l/100km","3,70 l/100km",Usados,23 490        EUR,8090750830,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-6-tdi-highline-dsg-ID8PxXT8.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,154 €,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Golf,1.0 TSI R-Line,Gasolina,Junho,2017,65 000 km,999 cm3,110 cv,Utilitário,Preto,Manual,6,5,5,Tracção dianteira,112 g/km,,,Nacional,Sim,Sim,Sim,6 l/100km,"4,20 l/100km",Usados,17 500        EUR,8090351173,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-r-line-ID8PvhW3.html,,Sim,Sim,Sim,,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Opel,Mokka,1.2 T Elegance,Gasolina,Abril,2022,27 522 km,1 199 cm3,100 cv,Citadino,Branco,Manual,6,5,5,Tracção dianteira,,,,Nacional,Sim,Sim,Sim,,,Usados,24 990        EUR,8089932435,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-2-t-elegance-ID8PuvZd.html,,Sim,Sim,Sim,,Classe 1,36 Meses,,1,01/01/0001,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.6 BlueHDi Style,Diesel,Dezembro,2017,92 500 km,1 560 cm3,100 cv,Carrinha,Cinzento,Manual,6,5,5,,120 g/km,,20/12/2023,Nacional,Sim,Sim,Sim,"4,30 l/100km",,Usados,15 990        EUR,8088209796,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-style-ID8PniQI.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,"148,28 €",1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Março,2021,32 713 km,1 199 cm3,75 cv,Citadino,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,17 900        EUR,8090592674,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PxiKe.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.5 BlueHDi Active,Diesel,Dezembro,2018,89 608 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Manual,6,5,5,,,,11/12/2024,Nacional,Sim,Sim,Sim,"4,60 l/100km",,Usados,25 990        EUR,8088287153,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-ID8PnCYp.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,"148,28 €",1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2021,33 905 km,1 199 cm3,102 cv,Citadino,Laranja,Manual,,5,,,,,,Nacional,,,,,,Usados,24 000        EUR,8090592660,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PxiK0.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Março,2021,20 067 km,1 199 cm3,75 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,17 900        EUR,8090592654,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PxiJU.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,2008,1.2 PureTech Active Pack,Gasolina,Fevereiro,2021,29 000 km,1 199 cm3,102 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,24 000        EUR,8090592641,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-active-pack-ID8PxiJH.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,116,,Diesel,Agosto,2017,125 000 km,1 496 cm3,116 cv,Utilitário,Preto,Manual,,5,5,,89 g/km,Sim,,,Sim,Sim,Sim,,,Usados,18 900        EUR,8090158760,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-ID8PwtRC.html,Série 1,,Sim,Sim,Metalizado,Classe 1,36 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,2008,1.5 BlueHDi Active Pack,Diesel,Fevereiro,2021,38 176 km,1 499 cm3,110 cv,Citadino,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,26 000        EUR,8090592594,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-pack-ID8PxiIV.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,208,1.2 PureTech Active Pack,Gasolina,Fevereiro,2021,29 855 km,1 199 cm3,75 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,17 900        EUR,8090592580,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-2-puretech-active-pack-ID8PxiII.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Mégane Sport Tourer,,Diesel,Agosto,2017,109 000 km,1 461 cm3,110 cv,Carrinha,Cinzento,Manual,,5,5,,95 g/km,Sim,,,Sim,Sim,Sim,,,Usados,16 900        EUR,8090650560,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-ID8PxxNS.html,,Sim,Sim,Sim,Metalizado,Classe 1,36 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,5008,,Diesel,Fevereiro,2020,102 000 km,1 499 cm3,131 cv,Monovolume,Preto,Automática,,5,7,,139 g/km,Sim,,,Sim,Sim,Sim,,,Usados,28 900        EUR,8090253237,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-ID8PwSrr.html,,,Sim,Sim,Metalizado,Classe 1,36 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Mégane Grand Coupe,1.5 dCi Limited,Diesel,Outubro,2018,70 605 km,1 461 cm3,110 cv,Sedan,Cinzento,Manual,,4,,,,,,Nacional,,,,,,Usados,21 400        EUR,8090592564,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-grand-coupe-1-5-dci-limited-ID8PxiIs.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,A 180,,Diesel,Novembro,2020,89 000 km,1 461 cm3,116 cv,Utilitário,Preto,Automática,,5,5,,127 g/km,Sim,,,Sim,Sim,Sim,,,Usados,28 900        EUR,8089289792,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-ID8PrPO0.html,Classe A,,Sim,Sim,Metalizado,Classe 1,36 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mazda,CX-3,1.8 Sky.Evolve HS Navi,Diesel,Junho,2019,44 815 km,1 759 cm3,115 cv,SUV / TT,Vermelho,Manual,,5,,,,,,Nacional,,,,,,Usados,23 490        EUR,8090592557,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mazda-cx-3-1-8-sky-evolve-hs-navi-ID8PxiIl.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,,Diesel,Outubro,2017,115 000 km,1 560 cm3,120 cv,SUV / TT,Cinzento,Automática,,5,5,,108 g/km,Sim,,,Sim,Sim,Sim,,,Usados,24 900        EUR,8088009068,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PmsDa.html,,,Sim,Sim,,Classe 1,36 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,508 SW,2.0 BlueHDi Business Line EAT8,Diesel,Março,2020,103 399 km,1 997 cm3,163 cv,Carrinha,Preto,Automática,,5,,,,,,Nacional,,,,,,Usados,29 990        EUR,8090592550,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-2-0-bluehdi-business-line-eat8-ID8PxiIe.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Outubro,2020,46 321 km,999 cm3,100 cv,Citadino,Cinzento,Manual,,5,5,,,,,,Sim,Sim,Sim,,,Usados,15 490        EUR,8090691257,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PxIoh.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,Sim,"4,10 l/100km",,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,,Diesel,Março,2018,112 000 km,1 560 cm3,120 cv,SUV / TT,Preto,Automática,,5,5,,114 g/km,Sim,,,Sim,Sim,Sim,,,Usados,25 900        EUR,8090228956,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-ID8PwM7O.html,,Sim,Sim,Sim,Metalizado,Classe 1,36 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,VW,Polo,1.4 TDi Lounge,Diesel,Junho,2016,124 516 km,1 422 cm3,75 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,15 990        EUR,8090592511,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-1-4-tdi-lounge-ID8PxiHB.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,2008,1.2 PureTech Style,Gasolina,Outubro,2017,97 801 km,1 199 cm3,82 cv,Citadino,Verde,Manual,,5,,,,,,Nacional,,,,,,Usados,16 990        EUR,8090592478,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-2-puretech-style-ID8PxiH4.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Julho,2021,17 493 km,999 cm3,110 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,23 990        EUR,8090592472,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-tsi-style-ID8PxiGY.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,Renault,Grand Scénic,ENERGY dCi 110 EDC BOSE EDITION,Diesel,Setembro,2018,123 000 km,1 461 cm3,110 cv,Monovolume,Cinzento,Automática,,5,7,,,Sim,,,,,,"4,20 l/100km",,Usados,19 990        EUR,8090715228,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-energy-dci-110-edc-bose-edition-ID8PxOCU.html,,,Sim,Sim,Metalizado,,,146 €,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,508,1.6 BlueHDi Active,Diesel,Dezembro,2017,20 382 km,1 560 cm3,120 cv,Sedan,Cinzento,Manual,,4,,,,,,Nacional,,,,,,Usados,21 990        EUR,8090592447,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-6-bluehdi-active-ID8PxiGz.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Captur,1.0 TCe Techno,Gasolina,Outubro,2022,14 000 km,999 cm3,90 cv,SUV / TT,Azul,Manual,6,5,5,Tracção dianteira,131 g/km,,,Nacional,Sim,Sim,Sim,"6,30 l/100km","4,70 l/100km",Usados,22 300        EUR,8089831087,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-techno-ID8Pu6Cz.html,,,Sim,Sim,Metalizado,Classe 1,36 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Clio,1.5 Blue dCi RS Line,Diesel,Janeiro,2020,121 000 km,1 461 cm3,115 cv,Utilitário,Preto,Manual,6,5,5,,,,,Nacional,Sim,Sim,Sim,,,Usados,17 400        EUR,8090372802,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-rs-line-ID8PvnxU.html,,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,116,d EDynamics Advantage,Diesel,Julho,2018,100 000 km,1 496 cm3,116 cv,Utilitário,Preto,Manual,6,5,5,,,,,,Sim,Sim,Sim,,,Usados,17 990        EUR,8089992949,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-advantage-ID8PuMJf.html,Série 1,Sim,Sim,Sim,Metalizado,Classe 1,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Ford,Focus,2.3 EcoBoost ST3,Gasolina,Novembro,2019,111 595 km,2 261 cm3,280 cv,Citadino,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,29 990        EUR,8090592454,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-2-3-ecoboost-st3-ID8PxiGG.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Smart,ForTwo Coupé,EQ Passion,Eléctrico,Novembro,2021,19 650 km,,82 cv,Coupé,Vermelho,Automática,,3,,,,,,Nacional,,,,,,Usados,22 490        EUR,8090592441,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-eq-passion-ID8PxiGt.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Março,2022,15 803 km,999 cm3,70 cv,Citadino,Branco,Manual,,3,,,,,,Nacional,,,,,,Usados,18 490        EUR,8090592432,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PxiGk.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,5008,1.6 BlueHDi Style,Diesel,Maio,2015,105 300 km,1 560 cm3,120 cv,Monovolume,Cinzento,Manual,,5,7,,,,01/05/2023,Nacional,,,Sim,,,Usados,15 450        EUR,8088214579,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-6-bluehdi-style-ID8Pnk5R.html,,,Sim,Sim,Metalizado,,24 Meses,,,,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,3008,1.6 BlueHDi Style,Diesel,Março,2016,97 432 km,1 560 cm3,120 cv,Carrinha,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,19 490        EUR,8090592422,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-style-ID8PxiGa.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Kia,Ceed SW,1.0 T-GDi Drive,Gasolina,Abril,2021,44 351 km,998 cm3,120 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,24 990        EUR,8090592406,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-ceed-sw-1-0-t-gdi-drive-ID8PxiFU.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Audi,A3 Sportback,30 TFSI,Gasolina,Outubro,2018,79 387 km,999 cm3,116 cv,Carrinha,Preto,Manual,,5,,,,,,Nacional,,,,,,Usados,20 990        EUR,8090012924,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tfsi-ID8PuRWq.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mitsubishi,L200,2.4 DI-D CD Campera Space Cab 3L 4WD,Diesel,Julho,2019,46 250 km,2 442 cm3,154 cv,SUV / TT,Branco,Manual,,4,,,,,,Nacional,,,,,,Usados,29 990        EUR,8090592388,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-l200-2-4-di-d-cd-campera-space-cab-3l-4wd-ID8PxiFC.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308,1.6 BlueHDi Style,Diesel,Maio,2016,93 467 km,1 560 cm3,100 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,16 490        EUR,8090592382,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-6-bluehdi-style-ID8PxiFv.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,308 SW,1.6 BlueHDi Active,Diesel,Junho,2015,121 645 km,1 560 cm3,120 cv,Carrinha,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,15 990        EUR,8090592327,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8PxiED.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Urban,Diesel,Agosto,2018,160 000 km,1 461 cm3,109 cv,Carrinha,Branco,Manual,,5,,,,,,,,,,"4,60 l/100km",,Usados,23 490        EUR,8090464764,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-urban-ID8PvLta.html,Classe CLA,Sim,Sim,Sim,Metalizado,,36 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Particular,BMW,116,d Pack M,Diesel,Fevereiro,2015,134 856 km,1 496 cm3,116 cv,Utilitário,Branco,Manual,6,5,5,Tracção dianteira,122 g/km,,26/10/2024,Importado,,Sim,Sim,,,Usados,18 700        EUR,8090715348,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-ID8PxOEQ.html,Série 1,,,,Metalizado,Classe 1,,,2,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Peugeot,208,1.5 BlueHDi Signature,Diesel,Fevereiro,2019,36 255 km,1 499 cm3,102 cv,Citadino,Branco,Manual,,5,,,,,,Nacional,,,,,,Usados,17 490        EUR,8090592312,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-signature-ID8PxiEo.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Hyundai,i30 Fastback,1.0 T-GDi N-Line,Gasolina,Março,2022,10 082 km,998 cm3,120 cv,Citadino,Cinzento,Manual,,5,,,,,,Nacional,,,,,,Usados,24 990        EUR,8090592297,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-i30-fastback-1-0-t-gdi-n-line-ID8PxiE9.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,320,d Touring Pack M,Diesel,Abril,2013,155 000 km,1 995 cm3,184 cv,Carrinha,Cinzento,Manual,6,5,5,Tracção traseira,128 g/km,Sim,20/04/2024,Nacional,Sim,,Sim,6 l/100km,"4,20 l/100km",Usados,20 980        EUR,8090730513,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-ID8PxSBr.html,Série 3,Sim,Sim,Sim,,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Março,2021,45 336 km,999 cm3,95 cv,Citadino,Vermelho,Manual,,5,,,,,,Nacional,,,,,,Usados,18 990        EUR,8090592291,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PxiE3.html,,Sim,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,BMW,520,d Pack M Auto,Diesel,Dezembro,2016,83 700 km,1 995 cm3,190 cv,Carrinha,Preto,Automática,,5,5,,128 g/km,Sim,,Nacional,Sim,,Sim,,,Usados,29 900        EUR,8090546715,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-pack-m-auto-ID8Px6MX.html,Série 5,,Sim,Sim,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,SEAT,Ibiza,1.0 TSI Style DSG,Gasolina,Abril,2022,30 600 km,999 cm3,110 cv,Citadino,Preto,Automática,,5,5,,126 g/km,,,Nacional,,,Sim,,,Usados,21 900        EUR,8090154037,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/seat-ibiza-1-0-tsi-style-dsg-ID8PwsDr.html,,,Sim,Sim,,,36 Meses,,,01/01/0001,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Tesla,Model Y,RWD,Eléctrico,Novembro,2022,20 000 km,,325 cv,SUV / TT,Branco,Automática,,5,5,,,,,,,,Sim,,,Usados,40 999        EUR,8090729365,6 Outubro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-y-rwd-ID8PxSiW.html,,Sim,,Sim,,,36 Meses,,,01/01/0001,Sim,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Kia,e-Niro,EV 64kWh,Eléctrico,Fevereiro,2020,34 000 km,,204 cv,SUV / TT,Cinzento,Automática,6,5,5,Tracção dianteira,,,01/02/2024,,Sim,Sim,Sim,,,Usados,31 480        EUR,8089945007,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/kia-e-niro-ev-64kwh-ID8PuAfZ.html,,Sim,,Sim,Metalizado,Classe 1,18 Meses,,1,,Sim,,,500 km,,500 km,"12,50 kWh/100km",64 kWh,Própria,StandVirtual,Yes,2023-10-08
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido (Diesel),Maio,2020,63 087 km,1 950 cm3,306 cv,Carrinha,Branco,Automática,9,5,5,Tracção traseira,36 g/km,,,,,,,,,Usados,39 900        EUR,8090697566,8 Outubro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PxK22.html,Classe C,,,,,,18 Meses,,,,,,,,,,,,,StandVirtual,Yes,2023-10-08
Profissional,Renault,Arkana,1.6 E-Tech R.S.Line,Híbrido (Gasolina),Julho,2022,11 978 km,1 598 cm3,145 cv,SUV / TT,Cinzento,Automática,6,5,5,Tracção dianteira,113 g/km,,01/07/2026,Nacional,Sim,Sim,Sim,,,Usados,33 490        EUR,8090070995,7 Outubro 2023,https://www.standvirtual.com/carros/anuncio/renault-arkana-1-6-e-tech-r-s-line-ID8Pw723.html,,Sim,,Sim,Metalizado,Classe 1,18 Meses,,1,,,,,,,,,,,StandVirtual,Yes,2023-10-08
