Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Garantia de Stand (incl. no preço),Possibilidade de financiamento,Tipo de cor,Não fumador,Inspecção válida até,Autonomia,Consumo,Capacidade da bateria,Bateria,IVA Discriminado,IUC,Autonomia Máxima,Sub-modelo,Consumo Combinado,Garantia de Fábrica até,ou até,Site,Portugal,Data
Profissional,Renault,Mégane,1.8 TCe R.S. Trophy,Gasolina,Abril,2019,53 000 km,1 798 cm3,300 cv,Utilitário,Amarelo,Manual,,5,,,,,,,,,,,Usados,,37 490,8092076558,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-8-tce-r-s-trophy-ID8PDvLQ.html,Sim,36 Meses,Sim,Metalizado,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Peugeot,408,,Híbrido (Gasolina),Julho,2023,13 000 km,1 598 cm3,180 cv,Sedan,Branco,Automática,,5,5,Classe 1,,,,Nacional,,Sim,,,Usados,,42 000,8091241745,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-408-ID8PA1B7.html,,,,Pérola,Sim,,,,,,,,,,,1 Julho 2025,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,GLC 350,e 4-Matic,Híbrido Plug-In,Abril,2018,121 368 km,1 991 cm3,320 cv,SUV / TT,Preto,Automática,7,5,5,Classe 1,Integral,59 g/km,1,Nacional,Sim,Sim,,,Usados,,34 000,8091651507,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-4-matic-ID8PBKcb.html,,,,Metalizado,Sim,,,,,,,,,Classe GLC,,,,StandVirtual,Yes,2024-04-14
Particular,BMW,X2,20 d xDrive Auto Pack M,Diesel,Maio,2019,38 715 km,1 995 cm3,190 cv,SUV / TT,Dourado,Automática,8,5,5,Classe 1,Integral,143 g/km,1,Nacional,Sim,Sim,,,Usados,,32 250,8092156788,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x2-20-d-xdrive-auto-pack-m-ID8PDRDS.html,Sim,,,Metalizado,Sim,31 Maio 2025,,,,,,,,Série X,,,,StandVirtual,Yes,2024-04-14
Profissional,Alfa Romeo,Giulia,2.2 D Veloce Ti Q4 AT8,Diesel,Julho,2017,47 000 km,2 143 cm3,210 cv,Sedan,Cinzento,Automática,8,4,5,Classe 1,Integral,148 g/km,1,Nacional,Sim,Sim,,,Usados,,31 990,8090757275,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-ti-q4-at8-ID8PxZz5.html,Sim,18 Meses,Sim,,Sim,1 Julho 2025,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,520,d Line Luxury Auto,Diesel,Agosto,2019,63 500 km,1 995 cm3,190 cv,Carrinha,Azul,Automática,,5,5,,Tracção traseira,,1,Nacional,,,,,Usados,,34 750,8090888220,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PyxD6.html,Sim,18 Meses,Sim,,,8 Agosto 2025,,,,,,,,Série 5,,,,StandVirtual,Yes,2024-04-14
Profissional,Volvo,V60,2.0 T8 AWD TE Momentum Plus,Híbrido Plug-In,Setembro,2019,63 000 km,1 969 cm3,392 cv,Carrinha,Cinzento,Automática,9,5,5,Classe 1,Integral,,1,Nacional,Sim,Sim,,,Usados,,33 750,8091790481,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8PCklH.html,Sim,18 Meses,Sim,Metalizado,Sim,23 Setembro 2025,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,A 250 Limousine,,Híbrido Plug-In,Fevereiro,2021,89 000 km,1 390 cm3,218 cv,Sedan,Cinzento,Automática,,5,,,,,,,,,,,Usados,,32 250,8091774308,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-250-limousine-ID8PCg8Q.html,,,,Metalizado,,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-14
Particular,Cupra,Born,58 kWh,Eléctrico,Agosto,2022,50 000 km,,204 cv,Utilitário,Azul,Automática,,5,5,,,,,,,,,,Usados,,37 000,8092274000,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8PEm8o.html,,,,Metalizado,,,424 km,"15,50 kWh/100km",400 kWh,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Jaguar,I-Pace,EV320 AWD SE,Eléctrico,Dezembro,2020,4 103 km,,320 cv,SUV / TT,Preto,Automática,,5,5,Classe 1,Integral,,,Importado,Sim,Sim,,,Usados,Mostrar VIN,39 900,8092019792,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-i-pace-ev320-awd-se-ID8PDi0g.html,,18 Meses,Sim,,Sim,17 Dezembro 2024,475 km,,90 kWh,Própria,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,VW,Passat,2.0 TDI Business DSG,Diesel,Fevereiro,2021,40 500 km,1 968 cm3,150 cv,Sedan,Preto,Automática,7,4,5,,,134 g/km,,Nacional,,,,,Usados,,33 200,8086505268,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-passat-2-0-tdi-business-dsg-ID8Pg9qk.html,,18 Meses,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,420,d Coupe Aut. M Sport,Diesel,Abril,2022,49 000 km,1 995 cm3,190 cv,Coupé,Preto,Automática,8,2,,Classe 1,Tracção traseira,118 g/km,,,Sim,,"5,20 l/100km","4,10 l/100km",Usados,,44 980,8091922113,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-d-coupe-aut-m-sport-ID8PCSAN.html,,18 Meses,,Metalizado,Sim,,,,,,,,,Série 4,,,,StandVirtual,Yes,2024-04-14
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Janeiro,2024,100 km,1 496 cm3,116 cv,Sedan,Cinzento,Automática,,4,5,Classe 1,,125 g/km,,Nacional,,Sim,,,Usados,,39 900,8091586289,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PBteh.html,,36 Meses,Sim,,,,,,,,,,,Série 2,,1 Janeiro 0001,,StandVirtual,Yes,2024-04-14
Particular,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Março,2021,150 000 km,,513 cv,Sedan,Azul,Automática,,4,,,,,,,,,,,Usados,,33 900,8092100461,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-3-performance-dual-motor-awd-ID8PDCZn.html,,,,Metalizado,,,567 km,"16,60 kWh/100km",,,,,,,,,,StandVirtual,Yes,2024-04-14
Particular,BMW,X3,20 d xDrive xLine,Diesel,Junho,2018,66 000 km,1 995 cm3,190 cv,SUV / TT,Preto,Automática,,5,,,,,1,Nacional,Sim,Sim,,,Usados,,37 500,8092100108,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-xline-ID8PDCTG.html,,,,Metalizado,,6 Junho 2024,,,,,,,,Série X,,,,StandVirtual,Yes,2024-04-14
Profissional,Peugeot,3008,1.6 Hybrid GT Pack e-EAT8,Híbrido Plug-In,Janeiro,2022,27 000 km,1 598 cm3,225 cv,Monovolume,Azul,Automática,8,5,5,Classe 1,Tracção dianteira,,1,Nacional,Sim,Sim,,,Usados,Mostrar VIN,37 450,8089192872,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid-gt-pack-e-eat8-ID8PrqAM.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Particular,Mercedes-Benz,E 300,De AMG Line,Híbrido Plug-In,Maio,2019,98 000 km,1 950 cm3,306 cv,Sedan,Cinzento,Automática,8,4,5,,Tracção traseira,41 g/km,1,Importado,Sim,Sim,,,Usados,Mostrar VIN,36 500,8092224291,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-300-de-amg-line-ID8PE9cD.html,,,,Metalizado,,20 Maio 2025,51 km,"16,10 kWh/100km",,,,235 €,50 km,Classe E,,,,StandVirtual,Yes,2024-04-14
Profissional,Audi,A4,35 TDI Advanced S tronic,Diesel,Maio,2021,53 000 km,1 968 cm3,163 cv,Sedan,Preto,Automática,7,4,5,,,123 g/km,,Nacional,,Sim,,,Usados,,33 900,8088645614,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a4-35-tdi-advanced-s-tronic-ID8Pp8e2.html,,18 Meses,Sim,,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,B 200,,Híbrido (Gasolina),Outubro,2021,19 580 km,1 332 cm3,218 cv,Utilitário,Vermelho,Automática,8,5,5,Classe 1,Tracção dianteira,,,Nacional,,Sim,,,Usados,,36 500,8091250770,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-b-200-ID8PA3VG.html,Sim,24 Meses,Sim,Metalizado,,,,,,,,,,Classe B,,,,StandVirtual,Yes,2024-04-14
Profissional,Nissan,Navara,2.3 dCi CD 4WD Tekna,Diesel,Março,2016,168 085 km,2 298 cm3,190 cv,SUV / TT,Castanho,Manual,6,4,5,,Tracção dianteira,,,Importado,,,,,Usados,,31 900,8085691193,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-navara-2-3-dci-cd-4wd-tekna-ID8PcJE5.html,,18 Meses,,,,1 Março 2024,,,,,,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Fevereiro,2023,8 300 km,1 332 cm3,163 cv,Utilitário,Preto,Automática,,5,5,,,120 g/km,,Nacional,Sim,Sim,,,Usados,,40 700,8090584538,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PxgD0.html,,36 Meses,Sim,,,,,,,,,,,Classe A,,1 Janeiro 0001,,StandVirtual,Yes,2024-04-14
Profissional,Mitsubishi,ASX,1.6 PHEV Intense,Híbrido Plug-In,Janeiro,2024,3 900 km,1 598 cm3,160 cv,SUV / TT,Preto,Automática,,5,5,Classe 1,Tracção dianteira,30 g/km,1,Nacional,Sim,Sim,,,Usados,Mostrar VIN,31 950,8092038962,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-asx-1-6-phev-intense-ID8PDmZs.html,Sim,60 Meses,Sim,Metalizado,Sim,,,,,,Sim,,,,,,,StandVirtual,Yes,2024-04-14
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2022,25 000 km,1 950 cm3,116 cv,Utilitário,Preto,Automática,8,5,5,Classe 1,Tracção dianteira,,1,Nacional,Sim,Sim,"5,30 l/100km",,Usados,Mostrar VIN,35 750,8089426443,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-amg-line-aut-ID8Pspm3.html,Sim,18 Meses,Sim,Metalizado,Sim,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-04-14
Profissional,Peugeot,5008,1.2 PureTech Active Pack,Gasolina,Março,2023,23 150 km,1 199 cm3,130 cv,Monovolume,Branco,Manual,6,5,7,Classe 1,,,,Nacional,,Sim,,,Usados,,30 700,8091841756,14 de abril de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-2-puretech-active-pack-ID8PCxGI.html,,36 Meses,Sim,,,,,,,,Sim,,,,,10 Março 2027,,StandVirtual,Yes,2024-04-14
