Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Possibilidade de financiamento,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Filtro de partículas,Garantia de Fábrica até,ou até,Inspecção válida até,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,IVA Discriminado,Aceita retoma,Não fumador,Emissões CO2,Consumo Extra Urbano,Autonomia,Valor Fixo,IUC,Consumo Combinado,Sub-modelo,Autonomia Máxima,Bateria,Consumo,Capacidade da bateria,Gancho de Reboque,Clássico,Site,Portugal,Data
Particular,BMW,X5,25 d sDrive Comfort 7L,Diesel,Janeiro,2015,163 000 km,1 995 cm3,218 cv,,SUV / TT,Cinzento,Metalizado,Automática,,5,7,Classe 1,Tracção traseira,,,,,,,Nacional,,Sim,"5,90 l/100km",Usados,27 000        EUR,8090610487,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-25-d-sdrive-comfort-7l-ID8Pxnnx.html,,,Sim,149 g/km,,,,,,Série X,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A3 Sportback,30 TDI,Diesel,Outubro,2019,67 920 km,1 598 cm3,116 cv,Sim,Citadino,Cinzento,Metalizado,Manual,,5,,,,,,,,18 Meses,1,Nacional,Sim,Sim,5 l/100km,Usados,24 250        EUR,8088887314,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-30-tdi-ID8Pq96q.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,MINI,Countryman,One D Auto,Diesel,Maio,2019,67 600 km,1 496 cm3,116 cv,,SUV / TT,Preto,,Automática,7,5,,,Tracção dianteira,Sim,,,,,,,,,,Usados,28 500        EUR,8090523235,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-countryman-one-d-auto-ID8Px0Gf.html,,,,133 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Kia,Sportage,1.7 CRDi ISG TX Prime,Diesel,Março,2016,209 000 km,1 685 cm3,115 cv,Sim,SUV / TT,Vermelho,Metalizado,Manual,6,5,5,Classe 1,,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,15 999        EUR,8090596145,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-sportage-1-7-crdi-isg-tx-prime-ID8PxjEd.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,116,d Advantage,Diesel,Dezembro,2018,50 500 km,1 496 cm3,116 cv,,Utilitário,Preto,Metalizado,Manual,6,5,5,,Tracção traseira,Sim,,,,18 Meses,,Nacional,Sim,Sim,"3,90 l/100km",Usados,21 490        EUR,8090411829,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-advantage-ID8PvxHn.html,,,,89 g/km,"3,10 l/100km",,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Captur,0.9 TCE Exclusive,Gasolina,Dezembro,2019,22 000 km,898 cm3,90 cv,Sim,SUV / TT,Vermelho,Metalizado,Manual,5,5,5,Classe 1,,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,17 400        EUR,8090412963,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-0-9-tce-exclusive-ID8PvxZF.html,,Sim,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Dacia,Duster,1.5 Blue dCi Prestige,Diesel,Julho,2019,72 595 km,1 461 cm3,115 cv,Sim,SUV / TT,Preto,Metalizado,Manual,6,5,5,,,Sim,,,,18 Meses,,Importado,,,,Usados,19 750        EUR,8090523357,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-blue-dci-prestige-ID8Px0Id.html,,Sim,Sim,115 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Mégane Sport Tourer,1.5 Blue dCi GT Line,Diesel,Novembro,2020,50 147 km,1 461 cm3,115 cv,Sim,Carrinha,Branco,,Manual,6,5,5,,Tracção dianteira,,,,,36 Meses,,,,,"5,50 l/100km",Usados,23 780        EUR,8090546120,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-blue-dci-gt-line-ID8Px6Dm.html,,Sim,,120 g/km,"4,20 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Intens,Diesel,Abril,2018,131 000 km,1 461 cm3,110 cv,,Carrinha,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,10/04/2024,36 Meses,,,,Sim,"4,20 l/100km",Usados,17 750        EUR,8090583125,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-intens-ID8Pxggd.html,,,Sim,90 g/km,"3,40 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Fiat,500,1.0 Hybrid Dolcevita,Gasolina,Junho,2022,27 846 km,999 cm3,70 cv,,Citadino,Branco,,Manual,,3,4,,,,,,,24 Meses,,Nacional,,Sim,,Usados,17 900        EUR,8090481567,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-dolcevita-ID8PvPQb.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Ford,Fiesta,1.0 EcoBoost ST-Line,Gasolina,Outubro,2020,34 000 km,998 cm3,95 cv,,Citadino,Preto,,Manual,6,5,5,,Tracção dianteira,,,,,,,,,,5 l/100km,Usados,17 000        EUR,8090506816,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-fiesta-1-0-ecoboost-st-line-ID8PvVpq.html,,,,117 g/km,"3,60 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,X6,40 d xDrive,Diesel,Janeiro,2012,200 000 km,2 993 cm3,306 cv,,SUV / TT,Preto,,Automática,8,5,5,,Integral,Sim,,,,18 Meses,2,Nacional,Sim,Sim,"8,80 l/100km",Usados,28 950        EUR,8090280683,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x6-40-d-xdrive-ID8PwZA7.html,,Sim,Sim,198 g/km,"6,80 l/100km",,Sim,,,Série X,,,,,1,,StandVirtual,Yes,2023-09-16
Profissional,Jeep,Renegade,1.6 MJD Limited,Diesel,Maio,2019,73 400 km,1 598 cm3,120 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,,,,,,18 Meses,,Nacional,,Sim,"5,50 l/100km",Usados,23 990        EUR,8086034192,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jeep-renegade-1-6-mjd-limited-ID8PeaSk.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Audi,TT Coupé,2.0 TDI S-line,Diesel,Março,2015,140 000 km,1 968 cm3,184 cv,,Coupé,Azul,Metalizado,Manual,,3,4,,,,,,,,,,,,"5,20 l/100km",Usados,26 900        EUR,8090299052,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-tt-coup-2-0-tdi-s-line-ID8Pv4mo.html,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Clio,1.5 dCi GT Line EDC,Diesel,Novembro,2016,73 900 km,1 461 cm3,90 cv,Sim,Citadino,Prateado,,Automática,,5,5,,,,,,,18 Meses,,Nacional,,,,Usados,15 500        EUR,8090441876,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-gt-line-edc-ID8PvFv0.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,MINI,One,D,Diesel,Novembro,2017,91 000 km,1 496 cm3,95 cv,,Citadino,Branco,Pérola,Manual,6,3,,Classe 1,Tracção dianteira,,,,,,,Importado,Sim,Sim,"4,30 l/100km",Usados,17 250        EUR,8090107376,14 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PwguQ.html,,,Sim,109 g/km,"3,40 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Ateca,1.6 TDI Style,Diesel,Julho,2018,86 570 km,1 598 cm3,115 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,Tracção dianteira,,,,,18 Meses,1,Nacional,Sim,Sim,"5,20 l/100km",Usados,23 250        EUR,8089991834,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-6-tdi-style-ID8PuMrg.html,,Sim,,140 g/km,"4,20 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,GLA 180,d AMG Line,Diesel,Maio,2017,118 000 km,1 461 cm3,109 cv,Sim,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,,,Sim,,,,18 Meses,,,Sim,Sim,"4,80 l/100km",Usados,27 900        EUR,8089331050,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-amg-line-ID8Ps0xs.html,,Sim,Sim,,,,,,,Classe GLA,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,Janeiro,2022,36 805 km,999 cm3,110 cv,Sim,SUV / TT,Preto,,Manual,6,5,5,,Tracção dianteira,,,,,36 Meses,,,,,"4,80 l/100km",Usados,27 980        EUR,8090546035,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-style-ID8Px6BZ.html,,Sim,,138 g/km,"3,90 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Nissan,Micra,1.0 IG-T Tekna,Gasolina,Novembro,2019,40 000 km,999 cm3,100 cv,Sim,Utilitário,Branco,Metalizado,Manual,,5,5,,,,,,,18 Meses,,Nacional,Sim,Sim,,Usados,16 850        EUR,8088678634,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-tekna-ID8PpgOC.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Kia,ProCeed,1.0 T-GDi GT Line,Gasolina,Abril,2021,36 000 km,998 cm3,120 cv,,Carrinha,Cinzento,,Manual,6,5,5,Classe 1,Tracção dianteira,,15/04/2028,150 000 km,,36 Meses,,Nacional,Sim,Sim,,Usados,26 490        EUR,8090520269,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-proceed-1-0-t-gdi-gt-line-ID8PvZUp.html,,,,129 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,2008,1.5 BlueHDi Active,Diesel,Março,2020,103 560 km,1 499 cm3,102 cv,,Citadino,Azul,Metalizado,Manual,6,5,5,,Tracção dianteira,,,,,18 Meses,,Nacional,,Sim,"4,90 l/100km",Usados,22 990        EUR,8090411614,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-active-ID8PvxDU.html,,,,115 g/km,"3,80 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Captur,1.5 dCi Exclusive EDC,Diesel,Janeiro,2021,78 000 km,1 461 cm3,115 cv,Sim,SUV / TT,Preto,Metalizado,Automática,,5,5,,,,,,,18 Meses,,,Sim,Sim,,Usados,25 900        EUR,8088518463,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-5-dci-exclusive-edc-ID8PoB9d.html,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,e-Golf,AC/DC,Eléctrico,Julho,2018,8 900 km,,136 cv,Sim,Utilitário,Cinzento,,Automática,,5,5,Classe 1,,,,,,18 Meses,,,,Sim,,Usados,23 850        EUR,8088989210,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PqzBU.html,Sim,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Golf,1.0 TSI BlueMotion Trendline,Gasolina,Janeiro,2018,50 000 km,999 cm3,85 cv,Sim,Utilitário,Preto,Metalizado,Manual,,5,5,,,Sim,,,,18 Meses,,,Sim,Sim,"5,90 l/100km",Usados,17 500        EUR,8089700790,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-1-0-tsi-bluemotion-trendline-ID8PtyJ0.html,,,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Dacia,Duster,1.5 dCi Prestige 4WD,Diesel,Dezembro,2016,165 000 km,1 461 cm3,110 cv,,SUV / TT,Branco,,Manual,6,5,5,Classe 1,Integral,,,,,18 Meses,,,,,"4,80 l/100km",Usados,15 900        EUR,8090610717,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-dci-prestige-4wd-ID8Pxnrf.html,,,,123 g/km,"4,70 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Abarth,595C,1.4 T-Jet 595,Gasolina,Setembro,2016,62 000 km,1 368 cm3,145 cv,Sim,Cabrio,Cinzento,,Manual,,2,4,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,21 900        EUR,8089678724,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/abarth-595c-1-4-t-jet-595-ID8PtsZ6.html,,Sim,Sim,139 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Alfa Romeo,Giulia,2.2 D,Diesel,Setembro,2017,75 000 km,2 143 cm3,150 cv,Sim,Sedan,Branco,,Manual,,4,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,25 900        EUR,8089816517,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-ID8Pu2Pz.html,,Sim,Sim,110 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Ford,Puma,,Híbrido (Gasolina),Julho,2021,50 953 km,1 000 cm3,125 cv,Sim,SUV / TT,Preto,,Automática,,4,5,,,,,,,36 Meses,,,,Sim,,Usados,25 900        EUR,8090182730,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-puma-ID8PwA6e.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,208,,Gasolina,Junho,2021,31 351 km,1 200 cm3,75 cv,Sim,Utilitário,Cinzento,,Manual,,5,5,,,,,,,36 Meses,,,,Sim,,Usados,18 900        EUR,8090182707,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-ID8PwA5R.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Kia,Carens,,Diesel,Fevereiro,2017,59 740 km,1 700 cm3,136 cv,Sim,Carrinha,Cinzento,,Manual,,5,7,,,,,,,36 Meses,,,,Sim,,Usados,20 450        EUR,8090182694,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-carens-ID8PwA5E.html,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Dacia,Sandero,,Gasolina,Junho,2022,9 730 km,1 000 cm3,100 cv,Sim,Utilitário,Branco,,Manual,,5,5,,,,,,,36 Meses,,,,Sim,,Usados,19 650        EUR,8090182662,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-ID8PwA58.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Kia,Ceed,,Gasolina,Abril,2019,42 761 km,1 000 cm3,120 cv,Sim,Carrinha,Preto,,Manual,,5,5,,,,,,,36 Meses,,,,Sim,,Usados,21 900        EUR,8090182653,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/kia-ceed-ID8PwA4Z.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Ford,Focus,,Diesel,Abril,2017,73 885 km,1 600 cm3,120 cv,Sim,Carrinha,Branco,,Automática,,5,5,,,,,,,36 Meses,,,,Sim,,Usados,17 750        EUR,8090182647,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ford-focus-ID8PwA4T.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A3 Sportback,,Híbrido (Gasolina),Novembro,2017,89 537 km,1 400 cm3,204 cv,Sim,Utilitário,Branco,,Automática,,5,5,,,,,,,36 Meses,,,,Sim,,Usados,28 900        EUR,8090182637,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-ID8PwA4J.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,2008,,Gasolina,Junho,2019,59 565 km,1 200 cm3,82 cv,Sim,SUV / TT,Branco,,Manual,,5,5,,,,,,,36 Meses,,Nacional,,Sim,,Usados,17 900        EUR,8090182633,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-ID8PwA4F.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Dacia,Sandero,,Diesel,Junho,2016,124 682 km,1 500 cm3,90 cv,Sim,SUV / TT,Azul,,Manual,,5,5,,,,,,,36 Meses,,,,Sim,,Usados,16 750        EUR,8090182609,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/dacia-sandero-ID8PwA4h.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A1,,Gasolina,Junho,2018,130 649 km,1 000 cm3,95 cv,Sim,Citadino,Cinzento,Metalizado,Manual,,5,5,,,,,,,36 Meses,,,,Sim,,Usados,16 750        EUR,8090182601,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a1-ID8PwA49.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Alfa Romeo,Giulietta,1.6 JTDm Sport TCT,Diesel,Agosto,2018,98 000 km,1 598 cm3,120 cv,Sim,Utilitário,Preto,,Automática,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,18 900        EUR,8089710914,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulietta-1-6-jtdm-sport-tct-ID8PtBmi.html,,Sim,Sim,99 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,508 SW,1.5 BlueHDi Business Line EAT8,Diesel,Abril,2020,145 000 km,1 499 cm3,130 cv,Sim,Carrinha,Branco,,Automática,8,5,5,Classe 1,,Sim,,,,18 Meses,,,,Sim,,Usados,25 490        EUR,8088024456,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-business-line-eat8-ID8PmvDm.html,,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Abril,2020,87 930 km,1 461 cm3,85 cv,Sim,Utilitário,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,,18 Meses,1,,Sim,Sim,,Usados,18 900        EUR,8089532033,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-intens-ID8PsQP7.html,,Sim,Sim,99 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,Peugeot,508 RXH,2.0 HDi Hybrid4 2-Tronic,Híbrido (Diesel),Abril,2013,223 000 km,1 997 cm3,200 cv,,Carrinha,Castanho,Metalizado,Automática,6,5,5,Classe 1,Integral,Sim,,,01/02/2024,,1,Importado,Sim,Sim,,Usados,15 500        EUR,8088554605,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-rxh-2-0-hdi-hybrid4-2-tronic-ID8PoKy9.html,,,Sim,107 g/km,,,,140 €,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,BMW,i3,120Ah,Eléctrico,Março,2020,30 000 km,,170 cv,Sim,Utilitário,Branco,Metalizado,Automática,,5,4,Classe 1,Tracção traseira,,,,,18 Meses,,,Sim,Sim,,Usados,25 250        EUR,8090188703,13 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-i3-120ah-ID8PwBEz.html,,,Sim,,,,Sim,,,Série i,325 km,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Peugeot,508,1.5 BlueHDi GT EAT8,Diesel,Fevereiro,2019,100 000 km,1 499 cm3,131 cv,Sim,Sedan,Cinzento,Pérola,Automática,8,5,4,Classe 1,Tracção dianteira,,,,,36 Meses,1,,Sim,Sim,"6,40 l/100km",Usados,25 990        EUR,8090125812,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-5-bluehdi-gt-eat8-ID8Pwlic.html,,Sim,Sim,132 g/km,"4,30 l/100km",,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,VW,Golf,2.0 TDI Life,Diesel,Junho,2022,44 850 km,1 968 cm3,115 cv,,Sedan,Preto,,Manual,,5,5,,,,,,,36 Meses,,Nacional,,,,Usados,28 990        EUR,8089951309,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tdi-life-ID8PuBTD.html,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Particular,BMW,520,d Auto,Diesel,Julho,2017,149 000 km,1 995 cm3,190 cv,,Carrinha,Preto,,Automática,,5,5,Classe 1,Tracção traseira,,20/12/2023,,13/07/2024,,,,Sim,Sim,"5,20 l/100km",Usados,29 400        EUR,8087432506,15 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8Pk2DM.html,,,Sim,114 g/km,,,,,,Série 5,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Audi,A3 Sportback,1.6 TDI S tronic sport,Diesel,Janeiro,2017,100 000 km,1 598 cm3,110 cv,Sim,Utilitário,Cinzento,Metalizado,Automática,,5,5,,,Sim,,,,18 Meses,,,,,"4,40 l/100km",Usados,20 000        EUR,8089602760,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-s-tronic-sport-ID8Pt9dS.html,,,,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Mercedes-Benz,A 180,d Fleet Pack Urban Aut.,Diesel,Junho,2018,105 635 km,1 461 cm3,109 cv,,Utilitário,Branco,,Automática,7,5,5,Classe 1,Tracção dianteira,Sim,,,,18 Meses,1,Nacional,Sim,Sim,"4,50 l/100km",Usados,21 900        EUR,8090415916,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-fleet-pack-urban-aut-ID8PvyLi.html,,,Sim,102 g/km,"3,60 l/100km",,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Clio,1.0 TCe Exclusive,Gasolina,Janeiro,2020,22 240 km,999 cm3,100 cv,Sim,Utilitário,Vermelho,Metalizado,Manual,5,5,5,Classe 1,,,,,,18 Meses,1,Nacional,Sim,Sim,,Usados,18 750        EUR,8089465830,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-exclusive-ID8PszBk.html,,Sim,Sim,89 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Opel,Astra Sports Tourer,1.6 CDTI Ecotec Edition S/S,Diesel,Março,2018,126 833 km,1 598 cm3,110 cv,Sim,Carrinha,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,,,,18 Meses,1,,Sim,Sim,,Usados,17 990        EUR,8089825735,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-6-cdti-ecotec-edition-s-s-ID8Pu5ef.html,,Sim,Sim,99 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Renault,Clio,1.0 TCe Intens,Gasolina,Dezembro,2020,34 445 km,999 cm3,100 cv,Sim,Utilitário,Branco,Metalizado,Manual,5,5,5,Classe 1,,,01/01/0001,,,36 Meses,1,Nacional,Sim,Sim,,Usados,18 750        EUR,8089465818,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-0-tce-intens-ID8PszB8.html,,Sim,Sim,88 g/km,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Opel,Crossland,1.5 D Business Edition,Diesel,Outubro,2022,13 800 km,1 499 cm3,110 cv,Sim,SUV / TT,Branco,,Manual,,5,5,,,Sim,,,,36 Meses,,Nacional,Sim,,,Usados,22 590        EUR,8090492011,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-1-5-d-business-edition-ID8PvSyD.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Opel,Crossland,1.2 T Business Edition,Gasolina,Agosto,2022,21 600 km,1 199 cm3,110 cv,Sim,SUV / TT,Cinzento,,Manual,,5,5,,,Sim,,,,36 Meses,,Nacional,Sim,,,Usados,20 400        EUR,8090492003,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-crossland-1-2-t-business-edition-ID8PvSyw.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Citroën,C3,1.5 BlueHDi C-Series,Diesel,Abril,2022,61 400 km,1 499 cm3,102 cv,Sim,Citadino,Branco,,Manual,6,5,5,,,Sim,,,,18 Meses,,Nacional,,,,Usados,19 500        EUR,8090491996,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/citron-c3-1-5-bluehdi-c-series-ID8PvSyo.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,SEAT,Leon,1.6 TDI Style S/S,Diesel,Setembro,2018,77 200 km,1 598 cm3,115 cv,Sim,Utilitário,Cinzento,,Manual,,5,5,,,Sim,,,,18 Meses,,Nacional,,,,Usados,18 890        EUR,8090491993,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-1-6-tdi-style-s-s-ID8PvSyl.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Fiat,500X,1.3 MJ City Cross,Diesel,Setembro,2019,59 000 km,1 248 cm3,95 cv,Sim,SUV / TT,Verde,Metalizado,Manual,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,17 900        EUR,8089999902,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500x-1-3-mj-city-cross-ID8PuOxo.html,Sim,Sim,Sim,,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Hyundai,Kauai,1.0 T-GDi Premium,Gasolina,Fevereiro,2019,39 000 km,998 cm3,120 cv,Sim,SUV / TT,Vermelho,Metalizado,Manual,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,17 900        EUR,8089710912,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-1-0-t-gdi-premium-ID8PtBmg.html,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
Profissional,Opel,Insignia Sports Tourer,1.6 CDTi Selec.Auto.,Diesel,Setembro,2017,120 000 km,1 598 cm3,136 cv,Sim,Carrinha,Branco,Metalizado,Automática,,5,5,,,,,,,18 Meses,1,Nacional,Sim,,,Usados,18 900        EUR,8089808901,16 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-6-cdti-selec-auto-ID8Pu0QJ.html,,Sim,Sim,137 g/km,,,,,,,,,,,,,StandVirtual,Yes,2023-09-16
