Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,IVA dedutível,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Nº de portas,Lotação,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Aceita retoma,Tipo de cor,Número de Mudanças,Classe do veículo,IUC,Filtro de partículas,2º Chave,Consumo Urbano,Inspecção válida até,Consumo Extra Urbano,Sub-modelo,Consumo Combinado,Autonomia,Bateria,Autonomia Máxima,Clássico,Garantia de Fábrica até,ou até,Consumo,Capacidade da bateria,Site,Portugal
Profissional,Volvo,XC 40,2.0 D3 R-Design Geartronic,Diesel,Agosto,2018,110 000 km,1 969 cm3,150 cv,,,,Sim,SUV / TT,Cinzento,Automática,5,5,,132 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,37 900        EUR,8089793751,30 Julho 2023,,Metalizado,,Classe 1,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Audi,Q3,2.0 TDI quattro S-line S tronic,Diesel,Abril,2018,139 000 km,1 968 cm3,150 cv,,,,Sim,SUV / TT,Branco,Automática,5,5,,133 g/km,18 Meses,1,Nacional,Sim,Sim,Usados,33 900        EUR,8089793754,30 Julho 2023,Sim,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Porsche,Cayenne,S,Gasolina,Fevereiro,2012,135 000 km,4 806 cm3,400 cv,,,,Sim,SUV / TT,Preto,Automática,5,5,,,18 Meses,1,,Sim,Sim,Usados,44 900        EUR,8089793752,30 Julho 2023,Sim,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 220,CDi Style,Diesel,Junho,2017,139 000 km,2 143 cm3,170 cv,,,,Sim,SUV / TT,Cinzento,Automática,5,5,,115 g/km,18 Meses,1,,Sim,,Usados,31 900        EUR,8089793753,30 Julho 2023,Sim,Metalizado,,,,,,,,,Classe GLA,,,,,,,,,,StandVirtual,Yes
Profissional,Hyundai,i30 Fastback N,2.0 T-GDi,Gasolina,Agosto,2019,21 132 km,1 998 cm3,275 cv,Sim,,,Sim,Utilitário,Preto,Manual,5,5,,,24 Meses,,,,,Usados,34 500        EUR,8089284245,30 Julho 2023,Sim,,,,,,,,01/08/2023,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,CLA 200,d Shooting Brake Progressive Aut.,Diesel,Abril,2020,113 139 km,1 950 cm3,150 cv,Sim,,,Sim,Carrinha,Branco,Automática,5,5,,,24 Meses,,,,,Usados,34 000        EUR,8089781986,30 Julho 2023,Sim,,,,,Sim,,,01/04/2024,,Classe CLA,,,,,,,,,,StandVirtual,Yes
Profissional,VW,ID.4,Pure Performance Style,Eléctrico,Junho,2021,27 100 km,,170 cv,Sim,,Sim,Sim,Utilitário,Branco,Automática,5,5,,,18 Meses,,,Sim,Sim,Usados,39 900        EUR,8089188612,30 Julho 2023,Sim,,,Classe 1,,,Sim,,01/06/2025,,,,,,344 km,,,,,,StandVirtual,Yes
Profissional,Citroën,e-C4,Shine Pack,Eléctrico,Fevereiro,2021,21 000 km,,136 cv,Sim,,,Sim,Utilitário,Laranja,Automática,5,5,Tracção dianteira,,18 Meses,1,Importado,,Sim,Usados,30 980        EUR,8089839139,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,,18 l/100km,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,GLA 180,Aut.,Gasolina,Agosto,2018,51 000 km,1 595 cm3,122 cv,,,,Sim,SUV / TT,Branco,Automática,5,5,Tracção dianteira,135 g/km,36 Meses,2,,Sim,Sim,Usados,33 900        EUR,8088691773,30 Julho 2023,,Metalizado,7,Classe 1,,,Sim,,,,Classe GLA,,,,,,,,,,StandVirtual,Yes
Profissional,Ford,Transit Custom,320L2 2.0 H1-T.B.Trend,Diesel,Março,2019,155 000 km,1 995 cm3,130 cv,Sim,Sim,Sim,,Carrinha,Branco,Manual,5,9,Tracção dianteira,,36 Meses,1,Nacional,Sim,Sim,Usados,33 500        EUR,8089997004,30 Julho 2023,Sim,,6,,,Sim,Sim,"7,40 l/100km",01/03/2025,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Outubro,2019,94 220 km,1 461 cm3,116 cv,Sim,,,Sim,Utilitário,Cinzento,Automática,4,5,,99 g/km,18 Meses,1,,Sim,Sim,Usados,31 900        EUR,8090125209,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 60,2.0 D4 Momentum Geartronic,Diesel,Novembro,2018,138 184 km,1 969 cm3,190 cv,,,,Sim,SUV / TT,Cinzento,Automática,5,5,,,18 Meses,1,Nacional,,Sim,Usados,36 490        EUR,8089718426,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSI GTI DSG,Gasolina,Janeiro,2019,29 924 km,1 984 cm3,245 cv,,,,,Citadino,Branco,Automática,5,5,,,18 Meses,,,,,Usados,36 990        EUR,8086454957,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,C 220,d Aut.,Diesel,Novembro,2017,93 377 km,2 143 cm3,170 cv,,,,,Cabrio,Branco,Automática,3,4,,,18 Meses,,,Sim,,Usados,41 990        EUR,8087580238,30 Julho 2023,Sim,Metalizado,7,,,,Sim,,,,Classe C,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Abril,2021,41 277 km,1 950 cm3,116 cv,Sim,Sim,,Sim,Utilitário,Cinzento,Automática,5,5,Tracção dianteira,123 g/km,24 Meses,1,Nacional,,Sim,Usados,35 900        EUR,8087638791,29 Julho 2023,Sim,Metalizado,,Classe 1,"226,98 €",,Sim,"5,30 l/100km",,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,A 180,d AMG Line Aut.,Diesel,Julho,2021,37 726 km,1 950 cm3,116 cv,Sim,Sim,,Sim,Utilitário,Branco,Automática,5,5,,,18 Meses,,Nacional,Sim,,Usados,35 990        EUR,8089710944,29 Julho 2023,Sim,,,Classe 1,,,Sim,"5,30 l/100km",,,Classe A,,,,,,,,,,StandVirtual,Yes
Profissional,VW,Golf,2.0 TSi GTi DSG Performance,Gasolina,Março,2017,65 000 km,1 984 cm3,230 cv,,,,,Utilitário,Branco,Automática,5,5,,,18 Meses,,Nacional,Sim,,Usados,32 500        EUR,8088920257,29 Julho 2023,Sim,Metalizado,,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes
Profissional,Toyota,Corolla Touring Sports,1.8 Hybrid Comfort+P.Sport,Híbrido (Gasolina),Julho,2021,39 772 km,1 798 cm3,122 cv,Sim,,,Sim,Carrinha,Preto,Automática,5,,,85 g/km,59 Meses,,Nacional,,,Usados,31 000        EUR,8088355628,29 Julho 2023,Sim,,,,,,,,,,,"3,80 l/100km",,,,,15/07/2028,,,,StandVirtual,Yes
Profissional,Kia,Niro,1.6 GDi PHEV Urban,Híbrido (Gasolina),Julho,2021,34 500 km,1 580 cm3,141 cv,,,Sim,Sim,SUV / TT,Cinzento,Automática,5,5,Tracção dianteira,31 g/km,36 Meses,,Nacional,Sim,Sim,Usados,31 450        EUR,8089652286,30 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,,,,,,,,,,15/07/2028,150 000 km,,,StandVirtual,Yes
Profissional,Kia,e-Niro,EV 64kWh Drive,Eléctrico,Julho,2022,21 500 km,,204 cv,Sim,Sim,Sim,Sim,SUV / TT,Verde,Automática,5,5,Tracção dianteira,,36 Meses,,Nacional,Sim,Sim,Usados,41 500        EUR,8090069750,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,,,,,,460 km,Própria,604 km,,,,"16,20 kWh/100km",,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,d AMG Line,Diesel,Julho,2017,118 000 km,1 950 cm3,194 cv,,,,Sim,Coupé,Cinzento,Automática,3,4,Tracção traseira,119 g/km,18 Meses,,Importado,Sim,Sim,Usados,39 990        EUR,8089390325,30 Julho 2023,Sim,Metalizado,9,Classe 1,,Sim,Sim,"5,70 l/100km",,,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,BMW,318,d Pack M Auto,Diesel,Junho,2021,45 000 km,1 995 cm3,150 cv,Sim,Sim,Sim,Sim,Carrinha,Cinzento,Automática,4,5,,,36 Meses,,Nacional,Sim,,Usados,41 490        EUR,8088004016,30 Julho 2023,Sim,Metalizado,,,,,Sim,,,,Série 3,,,,,,,,,,StandVirtual,Yes
Profissional,Volvo,XC 40,2.0 D3 Momentum,Diesel,Setembro,2018,65 187 km,1 969 cm3,150 cv,,Sim,Sim,Sim,SUV / TT,Preto,Manual,5,5,,,36 Meses,1,Nacional,Sim,Sim,Usados,33 750        EUR,8087914245,30 Julho 2023,Sim,Metalizado,6,Classe 1,,,Sim,"5,70 l/100km",05/09/2024,,,,,,,,,,,,StandVirtual,Yes
Particular,Audi,S3 Limousine,2.0 TFSi quattro S tronic,Gasolina,Dezembro,2016,149 000 km,1 984 cm3,310 cv,,,,,Sedan,Branco,Automática,4,5,Integral,,,,Importado,,,Usados,35 900        EUR,8090090150,30 Julho 2023,,,7,Classe 1,,,Sim,"8,20 l/100km",,,,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG Line 7L,Diesel,Outubro,2017,126 000 km,1 950 cm3,194 cv,,,,Sim,Carrinha,Verde,Automática,5,7,,,18 Meses,,,Sim,,Usados,34 900        EUR,8090170072,30 Julho 2023,Sim,Metalizado,,Classe 1,,,Sim,"5,80 l/100km",,,Classe E,,,,,,,,,,StandVirtual,Yes
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Dezembro,2017,114 400 km,1 950 cm3,194 cv,,,,Sim,Carrinha,Preto,Automática,5,7,,,18 Meses,1,Nacional,Sim,,Usados,38 900        EUR,8090033099,30 Julho 2023,Sim,,,Classe 1,,Sim,Sim,,,,Classe E,,,,,,,,,,StandVirtual,Yes
Particular,Audi,A7 Sportback,3.0 TDI V6 Techno Multitronic,Diesel,Agosto,2012,50 000 km,2 967 cm3,204 cv,,,,,Sedan,Preto,Automática,5,5,Tracção dianteira,,,,Nacional,Sim,Sim,Usados,38 990        EUR,8090169553,30 Julho 2023,,,8,Classe 1,,,Sim,"6,10 l/100km",02/08/2023,,,,,,,,,,,,StandVirtual,Yes
