Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Filtro de partículas,Inspecção válida até,Garantia de Stand (incl. no preço),Livro de Revisões completo,Não fumador,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Origem,Aceita retoma,Possibilidade de financiamento,Registo(s),IUC,Consumo Combinado,IVA Discriminado,Autonomia Máxima,Garantia de Fábrica até,Sub-modelo,Autonomia,Capacidade da bateria,ou até,Bateria,Consumo,Gancho de Reboque,Site,Portugal,Data
Profissional,Nissan,Navara,2.3 dCi CD 4WD N-Connecta Navi+Barras,Diesel,Setembro,2017,304 820 km,2 298 cm3,190 cv,SUV / TT,Preto,,Manual,6,4,5,,Integral,167 g/km,,,18 Meses,Sim,,Sim,"6,90 l/100km",6 l/100km,Usados,26 950        EUR,8089849304,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-navara-2-3-dci-cd-4wd-n-connecta-navi-barras-ID8Pubmo.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,1.5 BlueHDi GT Line EAT8,Diesel,Maio,2018,178 000 km,1 499 cm3,130 cv,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,22 750        EUR,8090701330,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-gt-line-eat8-ID8PxL0K.html,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,1.5 BlueHDi Crossway EAT8,Diesel,Julho,2018,126 312 km,1 499 cm3,130 cv,SUV / TT,Preto,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,22 950        EUR,8089143946,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-crossway-eat8-ID8PrdRE.html,Sim,,Sim,Sim,1,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Mégane Sport Tourer,1.5 dCi Limited,Diesel,Junho,2018,119 523 km,1 461 cm3,110 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,15 950        EUR,8090699512,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-sport-tourer-1-5-dci-limited-ID8PxKxq.html,Sim,,Sim,Sim,1,"154,12 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,123,d,Diesel,Abril,2011,226 000 km,1 995 cm3,204 cv,Coupé,Azul,,Manual,6,5,5,Classe 1,Tracção traseira,,,,18 Meses,Sim,Sim,Sim,,,Usados,15 990        EUR,8088192025,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-123-d-ID8Pnee5.html,Sim,Importado,Sim,Sim,,,,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,208,1.5 BlueHDi Active Pack,Diesel,Maio,2023,5 000 km,1 499 cm3,102 cv,Utilitário,Preto,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,24 800        EUR,8090067432,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-5-bluehdi-active-pack-ID8Pw66A.html,Sim,Nacional,,,,,"4,10 l/100km",,,26/09/2026,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Clio,1.5 Blue dCi Zen,Diesel,Novembro,2020,75 781 km,1 461 cm3,100 cv,Citadino,Laranja,Metalizado,Manual,6,5,5,Classe 1,,,Sim,01/11/2024,18 Meses,,Sim,Sim,,,Usados,18 400        EUR,8089346988,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-zen-ID8Ps4Gv.html,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Renault,Captur,1.0 TCe Intens,Gasolina,Janeiro,2021,18 347 km,999 cm3,90 cv,SUV / TT,Cinzento,,Manual,,5,5,,,,,,18 Meses,,Sim,Sim,,,Usados,22 890        EUR,8088460518,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-captur-1-0-tce-intens-ID8Pom4C.html,,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,308 SW,1.5 BlueHDi Active,Diesel,Outubro,2018,120 000 km,1 499 cm3,130 cv,Carrinha,Prateado,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,92 g/km,,,18 Meses,,,Sim,,,Usados,16 750        EUR,8089915585,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-5-bluehdi-active-ID8PusBr.html,Sim,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Nissan,Micra,1.0 IG-T N-Connecta,Gasolina,Maio,2019,45 369 km,999 cm3,100 cv,Citadino,Vermelho,,Manual,,5,5,,,,,,18 Meses,,Sim,,,,Usados,15 800        EUR,8088459817,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-micra-1-0-ig-t-n-connecta-ID8PolTj.html,,Nacional,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,C 200,d AMG Line Aut.,Diesel,Fevereiro,2019,168 150 km,1 598 cm3,136 cv,Carrinha,Cinzento,Metalizado,Automática,7,5,5,Classe 1,Tracção traseira,121 g/km,Sim,21/02/2025,18 Meses,Sim,Sim,Sim,"5,10 l/100km","3,60 l/100km",Usados,25 900        EUR,8090634434,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-200-d-amg-line-aut-ID8PxtBM.html,Sim,Nacional,Sim,Sim,1,"154,12 €","4,10 l/100km",,,,Classe C,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Jaguar,XE,2.0 D R-Sport Aut.,Diesel,Agosto,2016,155 000 km,1 999 cm3,180 cv,Sedan,Branco,Pérola,Automática,,4,5,,,111 g/km,,,18 Meses,,Sim,Sim,,,Usados,24 750        EUR,8089528227,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-xe-2-0-d-r-sport-aut-ID8PsPPJ.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,500C,1.0 Hybrid Dolcevita,Gasolina,Novembro,2022,23 km,999 cm3,70 cv,Cabrio,Laranja,,Manual,,2,4,,,,,,18 Meses,,Sim,Sim,,,Usados,25 950        EUR,8089343767,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-0-hybrid-dolcevita-ID8Ps3Qz.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,320,d Touring Line Modern,Diesel,Fevereiro,2013,172 309 km,1 995 cm3,184 cv,Citadino,Cinzento,,Manual,,5,5,,,,,01/02/2024,24 Meses,,,,,,Usados,18 300        EUR,8090586627,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-line-modern-ID8PxhaH.html,Sim,,Sim,Sim,,,,,,,Série 3,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Smart,ForFour,EQ Pulse,Eléctrico,Junho,2020,13 500 km,,82 cv,Citadino,Branco,Metalizado,Automática,6,5,5,Classe 1,Tracção traseira,,,,,Sim,Sim,Sim,,,Usados,17 500        EUR,8089753341,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/smart-forfour-eq-pulse-ID8PtMoB.html,,Importado,,,1,,,,155 km,,,155 km,,,Própria,18 kWh/100km,,StandVirtual,Yes,2023-09-26
Profissional,Audi,A3 Sportback,1.6 TDI,Diesel,Novembro,2018,60 295 km,1 598 cm3,116 cv,Utilitário,Preto,,Manual,,5,5,,,,,,18 Meses,Sim,Sim,Sim,"4,50 l/100km",,Usados,20 950        EUR,8086494725,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-1-6-tdi-ID8Pg6Gh.html,,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,308,1.5 BlueHDi Style,Diesel,Março,2019,110 466 km,1 499 cm3,102 cv,Utilitário,Cinzento,Metalizado,Manual,,5,5,,,,,,18 Meses,,,,"4,40 l/100km",,Usados,17 850        EUR,8086083770,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-ID8PenLY.html,Sim,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,2008,1.5 BlueHDi Allure EAT6,Diesel,Junho,2019,130 000 km,1 499 cm3,120 cv,SUV / TT,Branco,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,138 g/km,,10/06/2025,18 Meses,,,Sim,"4,40 l/100km","3,80 l/100km",Usados,18 500        EUR,8090586716,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-allure-eat6-ID8Pxhc8.html,,Importado,Sim,Sim,1,,,Sim,,,,,,20 000 km,,,,StandVirtual,Yes,2023-09-26
Profissional,SEAT,Ateca,1.0 TSI Style,Gasolina,Julho,2020,75 608 km,999 cm3,115 cv,SUV / TT,Branco,Metalizado,Manual,,5,5,,,,,,18 Meses,,Sim,Sim,,,Usados,19 490        EUR,8090661207,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-ateca-1-0-tsi-style-ID8PxAzB.html,,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,508,1.6 e-HDi Active,Diesel,Março,2016,140 296 km,1 560 cm3,115 cv,Carrinha,Cinzento,,Manual,6,4,5,Classe 1,,,Sim,,18 Meses,,,Sim,,,Usados,15 950        EUR,8086900953,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-1-6-e-hdi-active-ID8PhOml.html,,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Opel,Insignia Sports Tourer,1.6 CDTi Executive S/S,Diesel,Maio,2016,142 770 km,1 598 cm3,136 cv,Carrinha,Branco,,Manual,6,5,5,Classe 1,,,Sim,,18 Meses,,Sim,Sim,,,Usados,15 950        EUR,8090577531,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-insignia-sports-tourer-1-6-cdti-executive-s-s-ID8PxeNZ.html,,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,216 Active Tourer,d Advantage,Diesel,Maio,2018,99 900 km,1 496 cm3,116 cv,Monovolume,Preto,,Manual,6,5,5,Classe 1,,,Sim,,18 Meses,Sim,,Sim,,,Usados,19 950        EUR,8089277205,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-active-tourer-d-advantage-ID8PrMvZ.html,,Nacional,Sim,Sim,1,,,Sim,,,Série 2,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,116,d Pack M Auto,Diesel,Abril,2017,156 000 km,1 496 cm3,116 cv,Utilitário,Cinzento,Metalizado,Automática,8,5,5,Classe 1,Tracção traseira,124 g/km,,,18 Meses,,,,,,Usados,21 500        EUR,8090018030,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-pack-m-auto-ID8PuTfM.html,,Importado,,,,,,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d Progressive Aut.,Diesel,Maio,2019,57 000 km,1 461 cm3,116 cv,Utilitário,Branco,Metalizado,Automática,7,5,5,Classe 1,Tracção dianteira,122 g/km,,,18 Meses,Sim,,Sim,,,Usados,28 000        EUR,8090109059,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-progressive-aut-ID8PwgWZ.html,,Nacional,,,2,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Fiat,Tipo,1.3 M-Jet Lounge J17,Diesel,Dezembro,2020,50 000 km,1 248 cm3,95 cv,Utilitário,Cinzento,Metalizado,Manual,5,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,17 900        EUR,8090293409,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-m-jet-lounge-j17-ID8Pv2Tn.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Land Rover,Range Rover Sport,3.0-d-4x4,Diesel,Junho,2010,244 332 km,2 993 cm3,245 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 2,,,,,,,,,,,Usados,27 990        EUR,8088906263,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-sport-3-0-d-4x4-ID8Pqe23.html,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,BMW,116,d Line Sport Auto,Diesel,Outubro,2018,49 229 km,1 496 cm3,116 cv,Citadino,Cinzento,,Automática,7,5,5,,Tracção dianteira,124 g/km,,,,,,,,,Usados,22 500        EUR,8090671854,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8PxDlk.html,,,,,,,,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,E 250,BlueTEC Avantgarde Auto.,Diesel,Novembro,2015,126 500 km,2 143 cm3,204 cv,Sedan,Preto,Metalizado,Automática,9,5,5,Classe 1,Tracção traseira,128 g/km,,,18 Meses,Sim,,Sim,"5,50 l/100km","4,20 l/100km",Usados,27 990        EUR,8089711014,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-250-bluetec-avantgarde-auto-ID8PtBnU.html,Sim,Nacional,Sim,Sim,1,,,,,,Classe E,,,,,,,StandVirtual,Yes,2023-09-26
Particular,Mercedes-Benz,CLA 180,d Shooting Brake,Diesel,Outubro,2016,87 000 km,1 461 cm3,109 cv,Carrinha,Cinzento,Metalizado,Manual,,5,,,,,,,,,,,"4,40 l/100km",,Usados,20 990        EUR,8090610795,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-ID8Pxnsw.html,,,,,,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,GLA 180,,Diesel,Junho,2015,106 882 km,1 500 cm3,109 cv,Utilitário,Preto,,Manual,,5,5,,,,,,36 Meses,,Sim,Sim,,,Usados,23 900        EUR,8090455361,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-ID8PvJ1w.html,,,Sim,Sim,,,,,,,Classe GLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,1.6 BlueHDi GT Line,Diesel,Agosto,2017,157 800 km,1 560 cm3,120 cv,SUV / TT,Branco,,Manual,,5,5,Classe 1,,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,20 990        EUR,8090701094,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-gt-line-ID8PxKVV.html,Sim,Importado,,Sim,1,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,SEAT,Arona,,Gasolina,Janeiro,2021,12 000 km,1 600 cm3,150 cv,SUV / TT,Branco,,Manual,,5,5,,,,,,36 Meses,,,,,,Usados,21 000        EUR,8090700094,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-arona-ID8PxKGO.html,Sim,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Nissan,Qashqai,1.3 DIG-T Tekna,Gasolina,Abril,2019,142 000 km,1 332 cm3,140 cv,SUV / TT,Cinzento,,Manual,6,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,21 500        EUR,8090634222,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-3-dig-t-tekna-ID8Pxtym.html,,,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Particular,VW,Sharan,2.0 TDI Highline,Diesel,Maio,2015,166 500 km,1 968 cm3,177 cv,Monovolume,Azul,Metalizado,Manual,6,5,7,Classe 1,Tracção dianteira,152 g/km,,19/05/2025,,,,,"7,30 l/100km",5 l/100km,Usados,18 500        EUR,8090404015,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-sharan-2-0-tdi-highline-ID8PvwFl.html,,Nacional,,,1,"271,56 €",,,,,,,,,,,1,StandVirtual,Yes,2023-09-26
Profissional,VW,Polo,,Diesel,Novembro,2018,131 074 km,1 600 cm3,80 cv,Utilitário,Cinzento,Metalizado,Manual,,5,5,,,,,,36 Meses,,Sim,Sim,,,Usados,17 650        EUR,8090492643,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-polo-ID8PvSIP.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,116,d Line Sport Auto,Diesel,Abril,2019,124 734 km,1 496 cm3,116 cv,Utilitário,Cinzento,Metalizado,Automática,8,3,5,Classe 1,Tracção traseira,148 g/km,Sim,24/04/2025,18 Meses,Sim,Sim,Sim,,,Usados,19 500        EUR,8089829527,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-auto-ID8Pu6dp.html,,Nacional,,Sim,1,,,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X1,18 d sDrive Line Sport,Diesel,Julho,2018,150 000 km,1 995 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,Sim,,18 Meses,Sim,Sim,Sim,,,Usados,26 490        EUR,8089328440,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-d-sdrive-line-sport-ID8PrZRm.html,,,Sim,Sim,1,,,Sim,,,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,MINI,One,D,Diesel,Janeiro,2015,130 000 km,1 496 cm3,95 cv,Citadino,Preto,,Manual,,5,5,Classe 1,,,,,18 Meses,,Sim,Sim,,,Usados,16 900        EUR,8090111760,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-one-d-ID8PwhDy.html,Sim,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,SEAT,Leon ST,1.0 EcoTSI Style Ecomotive S/S,Gasolina,Agosto,2018,78 000 km,999 cm3,115 cv,Carrinha,Cinzento,Metalizado,Manual,6,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,16 250        EUR,8090634115,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-0-ecotsi-style-ecomotive-s-s-ID8PxtvD.html,Sim,Nacional,Sim,Sim,1,,,Sim,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mazda,MX-30,e-SKYACTIV Ex.+Plus Pack+Vintage Leatherette,Eléctrico,Novembro,2021,29 000 km,,145 cv,SUV / TT,Cinzento,Metalizado,Automática,,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,26 900        EUR,8090136633,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mazda-mx-30-e-skyactiv-ex-plus-pack-vintage-leatherette-ID8Pwo6J.html,,Nacional,Sim,Sim,1,,,,200 km,,,200 km,35 kWh,,,19 kWh/100km,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line,Diesel,Junho,2017,75 000 km,1 461 cm3,109 cv,Carrinha,Cinzento,,Manual,6,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,23 900        EUR,8090617256,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-ID8Pxp8I.html,,,Sim,Sim,1,,,,,,Classe CLA,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Opel,Mokka,1.6 CDTi Cosmo S/S,Diesel,Março,2015,68 786 km,1 598 cm3,136 cv,SUV / TT,Branco,,Manual,,5,5,Classe 1,Tracção dianteira,114 g/km,,,18 Meses,Sim,Sim,Sim,"4,80 l/100km",4 l/100km,Usados,16 790        EUR,8090701035,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-mokka-1-6-cdti-cosmo-s-s-ID8PxKWZ.html,Sim,Nacional,Sim,Sim,,"154,12 €","4,30 l/100km",,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,3008,1.6 BlueHDi Allure EAT6,Diesel,Abril,2018,136 736 km,1 560 cm3,120 cv,SUV / TT,Castanho,,Automática,,5,5,,,,,,36 Meses,,,Sim,,,Usados,26 900        EUR,8090513921,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-bluehdi-allure-eat6-ID8PvYg1.html,Sim,Importado,Sim,,,,,,,01/01/0001,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Volvo,V40,2.0 D2 Momentum,Diesel,Junho,2017,116 000 km,1 969 cm3,120 cv,Utilitário,Preto,,Manual,,5,5,Classe 1,Tracção dianteira,,,,18 Meses,,,,"4,10 l/100km",,Usados,19 200        EUR,8087796597,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-momentum-ID8Plzmd.html,,Nacional,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,116,,Diesel,Julho,2018,69 680 km,1 496 cm3,116 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção traseira,104 g/km,Sim,,18 Meses,Sim,,Sim,"4,70 l/100km","3,60 l/100km",Usados,25 000        EUR,8080590547,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-ID8ORkJB.html,,,Sim,Sim,1,,4 l/100km,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,508 SW,1.5 BlueHDi Active Pack EAT8,Diesel,Novembro,2019,143 194 km,1 499 cm3,130 cv,Carrinha,Prateado,Metalizado,Automática,8,5,5,Classe 1,Tracção dianteira,,,,18 Meses,,,Sim,,,Usados,24 950        EUR,8090633996,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-5-bluehdi-active-pack-eat8-ID8PxtuI.html,Sim,Importado,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Land Rover,Range Rover Evoque,2.2 SD4 Prestige Auto,Diesel,Outubro,2012,263 502 km,2 179 cm3,190 cv,SUV / TT,Preto,Metalizado,Automática,6,5,5,Classe 1,Integral,174 g/km,,,18 Meses,Sim,Sim,Sim,"7,90 l/100km","5,70 l/100km",Usados,22 900        EUR,8090244782,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-2-sd4-prestige-auto-ID8PwQf4.html,Sim,Nacional,,,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,X1,16 d sDrive Pack M,Diesel,Março,2019,113 676 km,1 496 cm3,116 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,134 g/km,,,18 Meses,Sim,Sim,Sim,,,Usados,25 950        EUR,8090611417,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-pack-m-ID8PxnCx.html,,,,,,,,,,,Série X,,,,,,,StandVirtual,Yes,2023-09-26
Particular,BMW,118,d Pack M,Diesel,Julho,2015,238 000 km,1 995 cm3,150 cv,Utilitário,Branco,Metalizado,Manual,6,3,5,Classe 1,Tracção traseira,114 g/km,Sim,15/11/2023,,Sim,,,,,Usados,16 500        EUR,8089236876,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-118-d-pack-m-ID8PrC2v.html,Sim,Importado,Sim,,2,220 €,,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Particular,BMW,116,d Line Sport,Diesel,Abril,2016,79 500 km,1 496 cm3,116 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,,Tracção dianteira,122 g/km,,,,,,,,,Usados,18 750        EUR,8090688001,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-line-sport-ID8PxHxL.html,,,,,,,,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180 Limousine,d Progressive Aut.,Diesel,Março,2020,72 394 km,1 461 cm3,116 cv,Sedan,Prateado,Metalizado,Automática,7,4,5,Classe 1,,,,,18 Meses,,,Sim,,,Usados,27 250        EUR,8090633956,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-progressive-aut-ID8Pxtu4.html,Sim,Importado,Sim,Sim,1,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Opel,Corsa,1.2 T GS Line,Gasolina,Janeiro,2020,60 000 km,1 199 cm3,100 cv,Citadino,Vermelho,Metalizado,Manual,6,5,5,,,,,,18 Meses,Sim,Sim,Sim,,,Usados,16 990        EUR,8090518675,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-2-t-gs-line-ID8PvZuH.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Mercedes-Benz,A 180,d Style,Diesel,Março,2013,215 337 km,1 461 cm3,109 cv,Utilitário,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,,,18 Meses,,,Sim,,,Usados,15 550        EUR,8090633900,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-d-style-ID8Pxtta.html,Sim,Importado,Sim,Sim,1,,,,,,Classe A,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,BMW,116,d EDynamics Line Urban,Diesel,Janeiro,2020,103 000 km,1 496 cm3,116 cv,Utilitário,Preto,,Manual,6,5,5,Classe 1,,,,,18 Meses,Sim,Sim,Sim,,,Usados,24 500        EUR,8090660876,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-116-d-edynamics-line-urban-ID8PxAug.html,,,Sim,Sim,1,,,,,,Série 1,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Nissan,Qashqai,1.5 dCi DCT TEKNA+,Diesel,Junho,2021,134 000 km,1 461 cm3,115 cv,SUV / TT,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção dianteira,,Sim,,18 Meses,Sim,Sim,Sim,4 l/100km,,Usados,22 900        EUR,8088829758,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-dct-tekna-ID8PpU86.html,,,,Sim,,,,,950 km,,,,,,,,,StandVirtual,Yes,2023-09-26
Profissional,Peugeot,508,2.0 BlueHDi Allure EAT8,Diesel,Abril,2019,81 500 km,1 997 cm3,163 cv,Sedan,Cinzento,,Automática,8,5,,Classe 1,Tracção dianteira,144 g/km,,,18 Meses,Sim,,Sim,"5,50 l/100km","3,80 l/100km",Usados,27 990        EUR,8090616775,26 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-2-0-bluehdi-allure-eat8-ID8Pxp0X.html,Sim,Nacional,Sim,Sim,1,,,,,,,,,,,,,StandVirtual,Yes,2023-09-26
