Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Garantia de Stand (incl. no preço),Origem,Livro de Revisões completo,Não fumador,Condição,Preco,ID Anuncio,Data Anuncio,Link,Aceita retoma,Emissões CO2,Sub-modelo,Tipo de cor,Filtro de partículas,Consumo Urbano,Registo(s),2º Chave,Consumo Extra Urbano,Consumo Combinado,IUC,Gancho de Reboque,Inspecção válida até,Autonomia Máxima,Autonomia,Bateria,Garantia de Fábrica até,Capacidade da bateria,Valor sem ISV,Clássico,Consumo,ou até,Site,Portugal,Data
Profissional,Peugeot,508 SW,1.6 Hybrid GT Line e-EAT8,Híbrido (Gasolina),Novembro,2021,42 753 km,1 598 cm3,225 cv,,Sim,Sim,Carrinha,Cinzento,Automática,,5,5,Classe 1,,18 Meses,Nacional,,Sim,Usados,37 900        EUR,8089638636,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-508-sw-1-6-hybrid-gt-line-e-eat8-ID8Ptiyv.html,Sim,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Abril,2022,21 400 km,1 950 cm3,116 cv,,,Sim,Sedan,Preto,Automática,,4,5,,,36 Meses,Nacional,,Sim,Usados,41 500        EUR,8090154564,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PwsLV.html,Sim,,Classe A,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Volvo,XC 40,2.0 D4 AWD,Diesel,Abril,2018,50 977 km,1 969 cm3,190 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,,,18 Meses,Nacional,,Sim,Usados,39 290        EUR,8090153638,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/volvo-xc-40-2-0-d4-awd-ID8Pwsx0.html,Sim,,,,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,2008,1.5 BlueHDi GT Line EAT8,Diesel,Março,2022,44 810 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,Automática,,5,5,,,36 Meses,Nacional,,,Usados,32 900        EUR,8089513432,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-5-bluehdi-gt-line-eat8-ID8PsLZ6.html,Sim,,,,,,1,Sim,,,,,,,,,01/01/0001,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,E 220,D Avantgarde,Diesel,Janeiro,2018,124 100 km,1 950 cm3,194 cv,Sim,,Sim,Carrinha,Azul,Automática,,5,5,,,18 Meses,Nacional,,,Usados,34 900        EUR,8089439464,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-avantgarde-ID8PssK4.html,Sim,,Classe E,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLC 350,e AMG Line 4-Matic,Híbrido (Gasolina),Novembro,2016,153 013 km,1 991 cm3,320 cv,,,,SUV / TT,Branco,Automática,7,5,,,Integral,18 Meses,,,,Usados,43 900        EUR,8090544811,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-amg-line-4-matic-ID8Px6if.html,,59 g/km,Classe GLC,Pérola,Sim,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Audi,A3 Sportback,40 TFSIe S line,Híbrido (Gasolina),Junho,2021,89 000 km,1 395 cm3,204 cv,Sim,Sim,Sim,Utilitário,Preto,Automática,7,5,5,Classe 1,Tracção dianteira,18 Meses,Importado,Sim,Sim,Usados,36 950        EUR,8090165214,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-a3-sportback-40-tfsie-s-line-ID8PwwxI.html,Sim,,,Metalizado,Sim,,,Sim,,,130 €,,,,59 km,,,,,,,,StandVirtual,Yes,2023-09-22
Particular,DS,DS7 Crossback,1.6 THP Grand Chic EAT8,Gasolina,Abril,2019,62 000 km,1 598 cm3,225 cv,,,,SUV / TT,Cinzento,Automática,8,5,5,Classe 1,Tracção dianteira,,Nacional,Sim,Sim,Usados,32 900        EUR,8089560110,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/ds-ds7-crossback-1-6-thp-grand-chic-eat8-ID8PsY7Y.html,,163 g/km,,Metalizado,,"6,60 l/100km",,Sim,5 l/100km,,,,,,,,31/10/2024,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X5 M,M50 d,Diesel,Janeiro,2014,175 000 km,2 993 cm3,381 cv,Sim,,Sim,SUV / TT,Azul,Automática,,5,7,,,18 Meses,,,Sim,Usados,42 000        EUR,8088911205,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-m-m50-d-ID8PqfjL.html,,,Série X,Metalizado,,"8,70 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X5 M,M50 d,Diesel,Setembro,2014,160 000 km,2 993 cm3,381 cv,Sim,,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,,Sim,Sim,Usados,42 500        EUR,8088193096,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-m-m50-d-ID8Pnewm.html,,,Série X,Metalizado,,"8,70 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,216 Gran Coupé,d Pack M,Diesel,Setembro,2021,19 000 km,1 496 cm3,116 cv,Sim,,Sim,Sedan,Preto,Automática,8,4,5,Classe 1,Tracção traseira,18 Meses,Nacional,,Sim,Usados,36 850        EUR,8086587890,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-216-gran-coup-d-pack-m-ID8PguUV.html,Sim,,Série 2,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,VW,Golf,2.0 TSI GTI DSG,Gasolina,Março,2021,4 000 km,1 984 cm3,245 cv,,,Sim,Utilitário,Vermelho,Automática,,5,5,,,18 Meses,,Sim,Sim,Usados,39 900        EUR,8085898631,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-golf-2-0-tsi-gti-dsg-ID8PdBBR.html,Sim,,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X4,20 d xDrive Auto,Diesel,Julho,2016,135 000 km,1 995 cm3,190 cv,,,Sim,SUV / TT,Preto,Automática,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,36 900        EUR,8090048432,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x4-20-d-xdrive-auto-ID8Pw1a8.html,Sim,136 g/km,Série X,Metalizado,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 220,D AMG Line,Diesel,Fevereiro,2018,79 000 km,2 143 cm3,170 cv,Sim,Sim,Sim,Coupé,Branco,Manual,,4,4,,,18 Meses,Nacional,Sim,Sim,Usados,37 900        EUR,8089778216,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-amg-line-ID8PtSRO.html,Sim,116 g/km,Classe C,,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLA 220,d Style,Diesel,Junho,2017,139 000 km,2 143 cm3,170 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,,,18 Meses,,Sim,,Usados,30 900        EUR,8089793753,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-220-d-style-ID8PtVUp.html,Sim,115 g/km,Classe GLA,Metalizado,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLC 250,d AMG Line 4-Matic,Diesel,Outubro,2017,139 000 km,2 143 cm3,204 cv,,,Sim,SUV / TT,Cinzento,Automática,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,42 900        EUR,8089710904,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-amg-line-4-matic-ID8PtBm8.html,Sim,129 g/km,Classe GLC,Metalizado,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Skoda,Octavia Break,2.0 TDI Style DSG,Diesel,Fevereiro,2022,67 130 km,1 968 cm3,116 cv,Sim,,,Carrinha,Preto,Automática,7,5,5,Classe 1,Tracção dianteira,36 Meses,Nacional,,,Usados,31 990        EUR,8090033936,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/skoda-octavia-break-2-0-tdi-style-dsg-ID8PuXok.html,Sim,118 g/km,,Metalizado,,"4,90 l/100km",,Sim,"3,20 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Renault,Zoe,Limited 50,Eléctrico,Março,2022,18 376 km,,136 cv,Sim,,Sim,Pequeno citadino,Branco,Automática,6,5,5,,,36 Meses,Nacional,,,Usados,31 880        EUR,8090618828,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-50-ID8Pxpy4.html,Sim,,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Particular,MINI,John Cooper Works,GP2,Gasolina,Março,2013,124 000 km,1 598 cm3,218 cv,,,,Citadino,Cinzento,Manual,6,3,2,,Tracção dianteira,,,,,Usados,32 990        EUR,8090644066,20 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mini-john-cooper-works-gp2-ID8Pxv78.html,,165 g/km,,,,"9,50 l/100km",,,"5,70 l/100km",,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Particular,Mercedes-Benz,GLC 220,,Diesel,Maio,2017,150 000 km,2 143 cm3,170 cv,,,,SUV / TT,Cinzento,Automática,9,5,5,Classe 1,Integral,,,,,Usados,34 000        EUR,8090656082,21 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-220-ID8PxzeV.html,,,Classe GLC,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Audi,Q3,35 TFSI Advanced,Gasolina,Março,2021,31 800 km,1 498 cm3,150 cv,Sim,,,SUV / TT,Cinzento,Manual,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,34 400        EUR,8090618107,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-35-tfsi-advanced-ID8Pxpmr.html,Sim,,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Audi,Q3,2.0 TDI quattro S-line S tronic,Diesel,Abril,2018,139 000 km,1 968 cm3,150 cv,,,Sim,SUV / TT,Branco,Automática,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,31 900        EUR,8089793754,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/audi-q3-2-0-tdi-quattro-s-line-s-tronic-ID8PtVUq.html,Sim,133 g/km,,Metalizado,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,520,d Line Luxury Auto,Diesel,Setembro,2017,99 000 km,1 995 cm3,190 cv,Sim,,Sim,Carrinha,Azul,Automática,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,32 900        EUR,8089710908,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PtBmc.html,Sim,119 g/km,Série 5,Metalizado,,,1,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,VW,Passat Variant,1.4 TSI GTE Plug-in,Híbrido (Gasolina),Junho,2021,30 995 km,1 395 cm3,218 cv,Sim,,,Carrinha,Branco,Automática,,5,5,,,36 Meses,Nacional,,,Usados,37 590        EUR,8089640063,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-passat-variant-1-4-tsi-gte-plug-in-ID8PtiWx.html,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Renault,Zoe,Intens 50,Eléctrico,Dezembro,2021,6 500 km,,109 cv,,,Sim,Citadino,Branco,Automática,,5,5,,Tracção dianteira,18 Meses,Importado,,,Usados,31 950        EUR,8087527439,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-zoe-intens-50-ID8PkrkX.html,Sim,,,Pérola,,,,,,,,,,,395 km,Própria,,,,,"17,30 kWh/100km",,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 220,BlueTEC Avantgarde,Diesel,Outubro,2017,83 700 km,2 143 cm3,170 cv,,,Sim,Carrinha,Cinzento,Manual,,5,5,,Tracção traseira,18 Meses,Nacional,,,Usados,30 900        EUR,8090657431,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-avantgarde-ID8PxzAH.html,Sim,,Classe C,,,,,,,,,,10/10/2023,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,520,d Auto,Diesel,Junho,2017,119 243 km,1 995 cm3,190 cv,Sim,,Sim,Sedan,Cinzento,Automática,,4,5,Classe 1,,24 Meses,Nacional,Sim,Sim,Usados,32 500        EUR,8087941041,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-auto-ID8PmaWX.html,Sim,108 g/km,Série 5,Metalizado,,,1,Sim,,,"226,98 €",,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Opel,Grandland,1.2 T GS Line,Gasolina,Julho,2022,21 190 km,1 199 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,,Sim,Usados,30 500        EUR,8090153742,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/opel-grandland-1-2-t-gs-line-ID8PwsyG.html,Sim,,,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,3008,1.5 BlueHDi Allure Pack,Diesel,Junho,2022,26 049 km,1 499 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,24 Meses,Nacional,,Sim,Usados,37 990        EUR,8089686522,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-allure-pack-ID8Ptw0S.html,Sim,109 g/km,,Metalizado,,"4,40 l/100km",1,Sim,"3,60 l/100km",,154 €,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Tesla,Model 3,Performance Dual Motor AWD,Eléctrico,Maio,2020,52 000 km,,513 cv,Sim,,,Sedan,Cinzento,Automática,,4,5,Classe 1,,18 Meses,Nacional,,,Usados,42 500        EUR,8090544194,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-performance-dual-motor-awd-ID8Px68i.html,,,,Metalizado,,,,Sim,,,,,,,,,16/05/2028,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Renault,Mégane E-Tech,,Eléctrico,Setembro,2022,10 850 km,,218 cv,,,,Utilitário,Preto,Automática,,5,5,,,36 Meses,,,,Usados,41 000        EUR,8090609368,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/renault-mgane-e-tech-ID8Pxn5u.html,,,,,,,,,,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,3008,1.2 PureTech Allure EAT8,Gasolina,Março,2022,38 500 km,1 199 cm3,130 cv,Sim,,Sim,SUV / TT,Azul,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,33 990        EUR,8088720208,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-2-puretech-allure-eat8-ID8PprDa.html,,145 g/km,,,,"6,10 l/100km",1,Sim,,,"144,61 €",,11/03/2026,,,,10/03/2024,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X1,18 i sDrive Auto,Gasolina,Abril,2019,82 000 km,1 499 cm3,140 cv,Sim,,,SUV / TT,Preto,Automática,8,5,5,Classe 1,,18 Meses,,,Sim,Usados,33 900        EUR,8088441567,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x1-18-i-sdrive-auto-ID8Poh8X.html,,,Série X,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 220,d Station 9G-TRONIC Avantgarde,Diesel,Abril,2019,81 041 km,1 950 cm3,194 cv,Sim,,Sim,Carrinha,Cinzento,Automática,9,5,5,Classe 1,Tracção traseira,18 Meses,,,Sim,Usados,32 990        EUR,8089987959,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-station-9g-tronic-avantgarde-ID8PuLqL.html,Sim,118 g/km,Classe C,Metalizado,Sim,"5,20 l/100km",1,Sim,4 l/100km,,"235,26 €",,29/04/2025,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Jaguar,F-Pace,2.0 i4D Prestige AWD Aut.,Diesel,Novembro,2016,115 000 km,1 999 cm3,180 cv,,,Sim,SUV / TT,Castanho,Automática,8,5,5,Classe 1,Integral,36 Meses,,,Sim,Usados,34 500        EUR,8089125768,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-prestige-awd-aut-ID8Pr98s.html,Sim,,,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,520,d Line Luxury Auto,Diesel,Novembro,2019,135 280 km,1 995 cm3,190 cv,Sim,Sim,Sim,Carrinha,Cinzento,Automática,8,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Usados,34 990        EUR,8089608724,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PtaM4.html,Sim,155 g/km,Série 5,Metalizado,,,1,Sim,,,"271,56 €",,27/11/2025,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X5,xDrive25d Sport-Aut.,Diesel,Abril,2016,154 000 km,1 995 cm3,231 cv,Sim,,Sim,SUV / TT,Branco,Automática,8,5,5,,Integral,18 Meses,Importado,,,Usados,35 900        EUR,8090539661,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x5-xdrive25d-sport-aut-ID8Px4Xb.html,Sim,148 g/km,Série X,Metalizado,,,2,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Hyundai,Tucson,1.6 CRDi Premium,Diesel,Junho,2022,14 900 km,1 598 cm3,116 cv,Sim,,,SUV / TT,Preto,Manual,,5,5,Classe 1,,36 Meses,Nacional,,,Usados,36 650        EUR,8089702162,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-premium-ID8Ptz58.html,Sim,,,Metalizado,,,,Sim,,,,,,,,,01/01/0001,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,GLA 200,d Progressive,Diesel,Novembro,2020,42 296 km,1 950 cm3,150 cv,Sim,,Sim,SUV / TT,Branco,Automática,8,5,5,Classe 1,Tracção dianteira,18 Meses,Nacional,Sim,Sim,Usados,44 000        EUR,8090048250,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-d-progressive-ID8Pw17c.html,Sim,153 g/km,Classe GLA,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Tesla,Model 3,Tração Traseira,Eléctrico,Março,2022,598 km,,325 cv,,Sim,Sim,Sedan,Cinzento,Automática,,4,5,Classe 1,Tracção dianteira,36 Meses,Importado,,,Usados,43 500        EUR,8087242363,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-3-trao-traseira-ID8PjfaX.html,Sim,,,,,,,,,,,,,,,Própria,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,E 220,D AMG,Diesel,Abril,2017,71 600 km,1 950 cm3,194 cv,Sim,,Sim,Carrinha,Branco,Automática,9,5,5,Classe 1,Tracção traseira,18 Meses,Nacional,Sim,Sim,Usados,38 500        EUR,8088706707,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-ID8Ppo7p.html,Sim,,Classe E,Metalizado,,"6,10 l/100km",1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,E 220,,Diesel,Julho,2018,140 000 km,1 950 cm3,194 cv,Sim,,,Coupé,Cinzento,Automática,9,2,4,Classe 1,Tracção traseira,18 Meses,Nacional,Sim,Sim,Usados,38 500        EUR,8089835030,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-ID8Pu7Ea.html,Sim,,Classe E,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Jaguar,F-Pace,2.0 i4D R-Sport Aut.,Diesel,Setembro,2017,156 915 km,1 999 cm3,180 cv,,,Sim,SUV / TT,Branco,Automática,8,5,5,Classe 1,Tracção traseira,18 Meses,,,,Usados,33 900        EUR,8090578044,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-r-sport-aut-ID8PxeVg.html,Sim,166 g/km,,Metalizado,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Cupra,Formentor,1.5 TSI DSG,Gasolina,Julho,2021,29 537 km,1 498 cm3,150 cv,Sim,,,SUV / TT,Cinzento,Automática,,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Usados,33 990        EUR,8088497524,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/cupra-formentor-1-5-tsi-dsg-ID8PowHu.html,Sim,,,Metalizado,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,VW,ID.3,Pro Performance Life,Eléctrico,Junho,2021,54 186 km,,204 cv,Sim,Sim,,Utilitário,Cinzento,Automática,,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Usados,33 900        EUR,8090057485,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/vw-id-3-pro-performance-life-ID8Pw3v9.html,Sim,,,,,,1,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,C 220,BlueTEC Avantgarde Aut.,Diesel,Novembro,2017,86 918 km,2 143 cm3,170 cv,Sim,Sim,Sim,Carrinha,Preto,Automática,7,5,5,Classe 1,Tracção traseira,18 Meses,Nacional,Sim,Sim,Usados,30 990        EUR,8090496787,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-bluetec-avantgarde-aut-ID8PvTNF.html,Sim,115 g/km,Classe C,Metalizado,Sim,"5,30 l/100km",1,Sim,"3,80 l/100km",,"235,26 €",,28/11/2023,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mitsubishi,Eclipse Cross,2.4 PHEV eStyle,Híbrido (Gasolina),Março,2022,41 000 km,2 360 cm3,202 cv,,Sim,Sim,SUV / TT,Branco,Automática,,5,5,,Integral,36 Meses,Nacional,Sim,Sim,Usados,36 500        EUR,8090294183,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mitsubishi-eclipse-cross-2-4-phev-estyle-ID8Pv35R.html,,46 g/km,,Metalizado,,,1,Sim,,,,1,,,,,15/03/2027,,,,,100 000 km,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,3008,1.5 BlueHDi Active Pack,Diesel,Agosto,2022,25 000 km,1 499 cm3,130 cv,,,Sim,SUV / TT,Cinzento,Manual,,5,5,,,18 Meses,Nacional,Sim,Sim,Usados,31 450        EUR,8090102373,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-5-bluehdi-active-pack-ID8Pwfc9.html,Sim,,,Metalizado,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Mercedes-Benz,A 200,Progressive Aut.,Gasolina,Julho,2019,58 000 km,1 332 cm3,163 cv,Sim,,Sim,Utilitário,Cinzento,Automática,7,5,5,Classe 1,,18 Meses,Nacional,Sim,Sim,Usados,33 990        EUR,8090249666,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-progressive-aut-ID8PwRwQ.html,Sim,,Classe A,Metalizado,Sim,,,Sim,,"5,20 l/100km",,,23/07/2025,826 km,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Tesla,Model S,85,Eléctrico,Dezembro,2014,32 000 km,,367 cv,Sim,,Sim,Sedan,Branco,Automática,,5,7,Classe 1,Tracção traseira,18 Meses,Importado,,Sim,Usados,43 000        EUR,8088703525,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/tesla-model-s-85-ID8Ppni5.html,Sim,,,,,,1,,,"16,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Porsche,Panamera,Diesel,Diesel,Agosto,2012,235 000 km,2 967 cm3,250 cv,,,Sim,Sedan,Cinzento,Automática,,5,4,Classe 1,Integral,18 Meses,,,,Usados,41 490        EUR,8090582673,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/porsche-panamera-diesel-ID8Pxg8W.html,Sim,172 g/km,,Metalizado,Sim,"7,80 l/100km",,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,3008,1.6 Hybrid4 Allure e-EAT8,Híbrido (Gasolina),Agosto,2021,50 800 km,1 598 cm3,300 cv,,,,SUV / TT,Branco,Automática,8,5,5,,Integral,36 Meses,,,,Usados,36 500        EUR,8090626281,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-3008-1-6-hybrid4-allure-e-eat8-ID8Pxruh.html,,29 g/km,,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Hyundai,Kauai,EV 64kWh Vanguard+TMS,Eléctrico,Junho,2022,15 000 km,,204 cv,Sim,,,SUV / TT,Cinzento,Automática,,5,5,,,36 Meses,Nacional,,,Usados,43 600        EUR,8090618611,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/hyundai-kauai-ev-64kwh-vanguard-tms-ID8Pxpuz.html,,,,,,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,BMW,X3,18 d sDrive,Diesel,Maio,2019,92 263 km,1 995 cm3,150 cv,Sim,,,SUV / TT,Cinzento,Manual,,5,5,,,18 Meses,Importado,,Sim,Usados,37 000        EUR,8090618148,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/bmw-x3-18-d-sdrive-ID8Pxpn6.html,Sim,,Série X,,,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
Profissional,Peugeot,5008,1.5 BlueHDi Allure Pack EAT8,Diesel,Abril,2022,11 750 km,1 499 cm3,130 cv,,,Sim,Monovolume,Cinzento,Automática,8,5,7,,Tracção dianteira,18 Meses,Importado,,,Usados,44 950        EUR,8087981448,22 Setembro 2023,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-pack-eat8-ID8PmlrG.html,Sim,,,Metalizado,,"4,50 l/100km",,,,,,,,,,,,,,,,,StandVirtual,Yes,2023-09-22
