Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Possibilidade de financiamento,Não fumador,Inspecção válida até,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,IUC,IVA Discriminado,Consumo Combinado,Sub-modelo,Garantia de Fábrica até,ou até,Consumo,Site,Portugal,Data
Profissional,Peugeot,3008,2.0 BlueHDi GT Line Grip Control,Diesel,Abril,2018,62 000 km,1 997 cm3,150 cv,SUV / TT,Cinzento,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,121 g/km,18 Meses,1,Nacional,Sim,Sim,"5,30 l/100km","4,30 l/100km",Usados,Mostrar VIN,28 980,8091051410,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-3008-2-0-bluehdi-gt-line-grip-control-ID8Pze5c.html,Sim,Sim,Sim,3 Abril 2024,,,,1 000 km,235 €,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta 18,Diesel,Abril,2018,72 000 km,1 461 cm3,110 cv,SUV / TT,Branco,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,99 g/km,18 Meses,1,Nacional,Sim,Sim,"4,20 l/100km","3,60 l/100km",Usados,Mostrar VIN,21 980,8089661796,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-18-ID8PtoA4.html,Sim,Sim,Sim,1 Abril 2024,,,,950 km,147 €,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,308,1.5 BlueHDi Style EAT8,Diesel,Agosto,2020,139 000 km,1 499 cm3,130 cv,Utilitário,Preto,Metalizado,Automática,8,5,5,Classe 1,,,18 Meses,,,,Sim,,,Usados,,17 500,8091244345,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-eat8-ID8PA2h3.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Talisman Sport Tourer,1.5 dCi Zen,Diesel,Dezembro,2016,99 000 km,1 461 cm3,110 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,1,Nacional,,Sim,,,Usados,,15 900,8091015719,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-talisman-sport-tourer-1-5-dci-zen-ID8Pz4Nx.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Fiat,Tipo,1.3 Multijet Life,Diesel,Junho,2022,36 713 km,1 248 cm3,95 cv,Utilitário,Azul,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,21 999,8091075433,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-multijet-life-ID8PzkkF.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,CLA 200,,Diesel,Junho,2018,136 000 km,2 143 cm3,136 cv,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,24 500,8091015717,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-ID8Pz4Nw.html,Sim,Sim,Sim,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,CLA 220,,Diesel,Fevereiro,2015,200 000 km,2 143 cm3,170 cv,Citadino,Branco,Metalizado,Automática,7,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,"6,30 l/100km",,Usados,,22 750,8091892819,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-ID8PCKYj.html,,Sim,Sim,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta J18,Diesel,Maio,2020,43 803 km,1 461 cm3,115 cv,SUV / TT,Cinzento,,Manual,6,5,,,Tracção dianteira,140 g/km,18 Meses,,,,,"4,60 l/100km","3,90 l/100km",Usados,,25 800,8091892817,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-j18-ID8PCKYh.html,,Sim,,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,118,i Pack M Auto,Gasolina,Maio,2021,81 464 km,1 499 cm3,140 cv,Utilitário,Cinzento,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,28 999,8091074762,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-118-i-pack-m-auto-ID8Pzk9Q.html,Sim,Sim,,,,,,,,,,Série 1,,,,StandVirtual,Yes,2024-02-29
Profissional,VW,e-Golf,AC/DC,Eléctrico,Outubro,2019,30 200 km,,136 cv,Utilitário,Prateado,,Automática,,5,5,Classe 1,,,18 Meses,,,,Sim,,,Usados,,25 500,8091347625,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PAt8R.html,Sim,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Hyundai,Ioniq,1.6 GDI PHEV Tech,Híbrido Plug-In,Março,2018,132 500 km,1 580 cm3,141 cv,Utilitário,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção traseira,26 g/km,18 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,19 800,8090111675,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-1-6-gdi-phev-tech-ID8PwhCb.html,Sim,Sim,Sim,26 Março 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,VW,T-Cross,1.0 TSI Life,Gasolina,Julho,2022,40 845 km,999 cm3,95 cv,SUV / TT,Azul,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,18 799,8090847857,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-ID8Pyn85.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Dacia,Duster,1.5 dCi Prestige,Diesel,Maio,2018,109 673 km,1 461 cm3,110 cv,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Sim,"4,50 l/100km",,Usados,,17 500,8088319533,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-dci-prestige-ID8PnLoF.html,Sim,Sim,Sim,11 Maio 2024,,,,,155 €,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Grand Scénic,1.7 Blue dCi Limited,Diesel,Junho,2019,59 185 km,1 749 cm3,120 cv,Monovolume,Azul,Metalizado,Manual,6,5,7,Classe 2,,,18 Meses,,,Sim,Sim,,,Usados,,25 900,8088085320,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-7-blue-dci-limited-ID8PmMt2.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Agosto,2022,22 805 km,999 cm3,110 cv,Utilitário,Azul,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,21 499,8090836550,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-tsi-style-ID8PykbI.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Audi,A3 Limousine,1.0 TFSI S-line S tronic,Gasolina,Outubro,2018,51 720 km,999 cm3,116 cv,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Sim,,,Usados,,23 900,8091752086,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-0-tfsi-s-line-s-tronic-ID8PCamq.html,Sim,Sim,Sim,10 Outubro 2024,,,,,,,5 l/100km,,,,,StandVirtual,Yes,2024-02-29
Profissional,Toyota,Yaris,,Híbrido Plug-In,Março,2018,31 000 km,1 497 cm3,100 cv,Pequeno citadino,Branco,,Automática,,5,5,Classe 1,,,18 Meses,,Importado,,Sim,,,Usados,,16 990,8091861258,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-ID8PCCLg.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,X1,16 d sDrive Line xLine,Diesel,Março,2017,121 815 km,1 496 cm3,116 cv,SUV / TT,Branco,Pérola,Manual,6,5,5,,,104 g/km,18 Meses,,Nacional,,,,,Usados,,23 750,8091235553,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-line-xline-ID8PzZZf.html,,Sim,,,,,,,,,,Série X,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Setembro,2019,97 802 km,1 461 cm3,116 cv,Citadino,Cinzento,Metalizado,Automática,7,4,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Sim,,,Usados,Mostrar VIN,28 990,8091598160,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PBvjK.html,,Sim,Sim,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,33 014 km,999 cm3,95 cv,SUV / TT,Branco,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,17 899,8090836009,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pyk2Z.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Abarth,500,,Gasolina,Março,2015,53 366 km,1 368 cm3,180 cv,Pequeno citadino,Cinzento,Metalizado,Manual,5,3,4,,Tracção dianteira,,18 Meses,,,,,,,Usados,,17 990,8091892793,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/abarth-500-ID8PCKXT.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,26 245 km,999 cm3,95 cv,SUV / TT,Branco,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,18 199,8090836010,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pyk30.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Hyundai,ix35,1.7 CRDi VGT Blue Comfort,Diesel,Outubro,2015,94 000 km,1 685 cm3,115 cv,SUV / TT,Prateado,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,2,Nacional,Sim,Sim,,,Usados,Mostrar VIN,17 500,8091861204,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ix35-1-7-crdi-vgt-blue-comfort-ID8PCCKo.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,29 545 km,999 cm3,95 cv,SUV / TT,Azul,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,18 199,8090836012,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pyk32.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Setembro,2021,76 000 km,1 461 cm3,85 cv,Citadino,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,109 g/km,18 Meses,1,Nacional,Sim,Sim,,,Usados,,19 500,8091233581,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-intens-ID8PzZtr.html,,,Sim,1 Setembro 2025,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,GLA 180,d Style Aut.,Diesel,Março,2018,53 366 km,1 461 cm3,109 cv,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,,27 490,8091613537,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-style-aut-ID8PBAjL.html,Sim,Sim,Sim,,,,,,,,,Classe GLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 300,BlueTEC Hybrid Avantgarde,Híbrido (Diesel),Maio,2015,221 000 km,2 143 cm3,231 cv,Carrinha,Preto,,Automática,,5,5,Classe 1,Tracção traseira,,36 Meses,,Nacional,Sim,,,,Usados,,19 999,8090902109,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-bluetec-hybrid-avantgarde-ID8PyBf7.html,Sim,Sim,Sim,,,,,,,,,Classe C,1 Janeiro 0001,,,StandVirtual,Yes,2024-02-29
Profissional,Citroën,Grand C4 Spacetourer,,Diesel,Setembro,2020,49 000 km,1 499 cm3,130 cv,SUV / TT,Prateado,,Automática,,5,7,,,,36 Meses,,Importado,,Sim,,,Usados,,22 750,8091599749,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-grand-c4-spacetourer-ID8PBvJn.html,Sim,Sim,Sim,,,,,,,,,,1 Janeiro 0001,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,20 593 km,999 cm3,95 cv,SUV / TT,Preto,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,18 199,8090838700,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8PykKo.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Zoe,Limited 50,Eléctrico,Setembro,2020,18 000 km,,109 cv,Pequeno citadino,Branco,,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Importado,Sim,Sim,,,Usados,Mostrar VIN,22 480,8087726439,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-zoe-limited-50-ID8Plh6D.html,Sim,Sim,Sim,,395 km,50 kWh,Própria,,,Sim,,,,,"17,30 kWh/100km",StandVirtual,Yes,2024-02-29
Particular,MINI,Cooper,S,Gasolina,Janeiro,2017,92 000 km,1 998 cm3,192 cv,Utilitário,Preto,Metalizado,Manual,6,3,4,,Tracção dianteira,138 g/km,,,,,,"7,70 l/100km","5,10 l/100km",Usados,,18 500,8091002203,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-s-ID8Pz1hx.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Particular,BMW,420 Gran Coupé,d Pack M Auto,Diesel,Julho,2018,112 500 km,1 995 cm3,190 cv,Coupé,Cinzento,Metalizado,Automática,8,5,,Classe 1,Tracção traseira,129 g/km,,,Nacional,Sim,Sim,,,Usados,,29 440,8089772809,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-420-gran-coup-d-pack-m-auto-ID8PtRsB.html,Sim,,Sim,,,,,,250 €,,,Série 4,,,,StandVirtual,Yes,2024-02-29
Profissional,Peugeot,308,1.5 BlueHDi Style EAT8,Diesel,Agosto,2020,139 000 km,1 499 cm3,130 cv,Utilitário,Preto,Metalizado,Automática,8,5,5,Classe 1,,,18 Meses,,,,Sim,,,Usados,,17 500,8091244345,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-style-eat8-ID8PA2h3.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Talisman Sport Tourer,1.5 dCi Zen,Diesel,Dezembro,2016,99 000 km,1 461 cm3,110 cv,Carrinha,Preto,Metalizado,Manual,6,5,5,Classe 1,,,18 Meses,1,Nacional,,Sim,,,Usados,,15 900,8091015719,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-talisman-sport-tourer-1-5-dci-zen-ID8Pz4Nx.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Fiat,Tipo,1.3 Multijet Life,Diesel,Junho,2022,36 713 km,1 248 cm3,95 cv,Utilitário,Azul,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,21 999,8091075433,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-1-3-multijet-life-ID8PzkkF.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,CLA 200,,Diesel,Junho,2018,136 000 km,2 143 cm3,136 cv,Carrinha,Preto,Metalizado,Automática,7,5,5,Classe 1,,,18 Meses,,,Sim,Sim,,,Usados,,24 500,8091015717,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-ID8Pz4Nw.html,Sim,Sim,Sim,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,CLA 220,,Diesel,Fevereiro,2015,200 000 km,2 143 cm3,170 cv,Citadino,Branco,Metalizado,Automática,7,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,"6,30 l/100km",,Usados,,22 750,8091892819,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-220-ID8PCKYj.html,,Sim,Sim,,,,,,,,,Classe CLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Nissan,Qashqai,1.5 dCi N-Connecta J18,Diesel,Maio,2020,43 803 km,1 461 cm3,115 cv,SUV / TT,Cinzento,,Manual,6,5,,,Tracção dianteira,140 g/km,18 Meses,,,,,"4,60 l/100km","3,90 l/100km",Usados,,25 800,8091892817,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-qashqai-1-5-dci-n-connecta-j18-ID8PCKYh.html,,Sim,,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,118,i Pack M Auto,Gasolina,Maio,2021,81 464 km,1 499 cm3,140 cv,Utilitário,Cinzento,,Automática,,5,,,,,36 Meses,,Nacional,,,,,Usados,,28 999,8091074762,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-118-i-pack-m-auto-ID8Pzk9Q.html,Sim,Sim,,,,,,,,,,Série 1,,,,StandVirtual,Yes,2024-02-29
Profissional,VW,e-Golf,AC/DC,Eléctrico,Outubro,2019,30 200 km,,136 cv,Utilitário,Prateado,,Automática,,5,5,Classe 1,,,18 Meses,,,,Sim,,,Usados,,25 500,8091347625,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-e-golf-ac-dc-ID8PAt8R.html,Sim,Sim,Sim,,,,,,,Sim,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Hyundai,Ioniq,1.6 GDI PHEV Tech,Híbrido Plug-In,Março,2018,132 500 km,1 580 cm3,141 cv,Utilitário,Cinzento,Metalizado,Automática,6,5,5,Classe 1,Tracção traseira,26 g/km,18 Meses,,Nacional,Sim,Sim,,,Usados,Mostrar VIN,19 800,8090111675,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ioniq-1-6-gdi-phev-tech-ID8PwhCb.html,Sim,Sim,Sim,26 Março 2024,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,VW,T-Cross,1.0 TSI Life,Gasolina,Julho,2022,40 845 km,999 cm3,95 cv,SUV / TT,Azul,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,18 799,8090847857,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-t-cross-1-0-tsi-life-ID8Pyn85.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Dacia,Duster,1.5 dCi Prestige,Diesel,Maio,2018,109 673 km,1 461 cm3,110 cv,SUV / TT,Preto,Metalizado,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,,,Sim,Sim,"4,50 l/100km",,Usados,,17 500,8088319533,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/dacia-duster-1-5-dci-prestige-ID8PnLoF.html,Sim,Sim,Sim,11 Maio 2024,,,,,155 €,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Grand Scénic,1.7 Blue dCi Limited,Diesel,Junho,2019,59 185 km,1 749 cm3,120 cv,Monovolume,Azul,Metalizado,Manual,6,5,7,Classe 2,,,18 Meses,,,Sim,Sim,,,Usados,,25 900,8088085320,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-1-7-blue-dci-limited-ID8PmMt2.html,Sim,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Leon,1.0 TSI Style,Gasolina,Agosto,2022,22 805 km,999 cm3,110 cv,Utilitário,Azul,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,21 499,8090836550,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-1-0-tsi-style-ID8PykbI.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Audi,A3 Limousine,1.0 TFSI S-line S tronic,Gasolina,Outubro,2018,51 720 km,999 cm3,116 cv,Sedan,Preto,Metalizado,Automática,,4,5,Classe 1,Tracção dianteira,,18 Meses,1,,Sim,Sim,,,Usados,,23 900,8091752086,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a3-limousine-1-0-tfsi-s-line-s-tronic-ID8PCamq.html,Sim,Sim,Sim,10 Outubro 2024,,,,,,,5 l/100km,,,,,StandVirtual,Yes,2024-02-29
Profissional,Toyota,Yaris,,Híbrido Plug-In,Março,2018,31 000 km,1 497 cm3,100 cv,Pequeno citadino,Branco,,Automática,,5,5,Classe 1,,,18 Meses,,Importado,,Sim,,,Usados,,16 990,8091861258,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-yaris-ID8PCCLg.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,BMW,X1,16 d sDrive Line xLine,Diesel,Março,2017,121 815 km,1 496 cm3,116 cv,SUV / TT,Branco,Pérola,Manual,6,5,5,,,104 g/km,18 Meses,,Nacional,,,,,Usados,,23 750,8091235553,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x1-16-d-sdrive-line-xline-ID8PzZZf.html,,Sim,,,,,,,,,,Série X,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,A 180 Limousine,d AMG Line Aut.,Diesel,Setembro,2019,97 802 km,1 461 cm3,116 cv,Citadino,Cinzento,Metalizado,Automática,7,4,5,Classe 1,Tracção dianteira,,18 Meses,,Importado,Sim,Sim,,,Usados,Mostrar VIN,28 990,8091598160,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-limousine-d-amg-line-aut-ID8PBvjK.html,,Sim,Sim,,,,,,,,,Classe A,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,33 014 km,999 cm3,95 cv,SUV / TT,Branco,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,17 899,8090836009,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pyk2Z.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Abarth,500,,Gasolina,Março,2015,53 366 km,1 368 cm3,180 cv,Pequeno citadino,Cinzento,Metalizado,Manual,5,3,4,,Tracção dianteira,,18 Meses,,,,,,,Usados,,17 990,8091892793,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/abarth-500-ID8PCKXT.html,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,26 245 km,999 cm3,95 cv,SUV / TT,Branco,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,18 199,8090836010,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pyk30.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Hyundai,ix35,1.7 CRDi VGT Blue Comfort,Diesel,Outubro,2015,94 000 km,1 685 cm3,115 cv,SUV / TT,Prateado,,Manual,6,5,5,Classe 1,Tracção dianteira,,18 Meses,2,Nacional,Sim,Sim,,,Usados,Mostrar VIN,17 500,8091861204,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-ix35-1-7-crdi-vgt-blue-comfort-ID8PCCKo.html,,Sim,Sim,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,SEAT,Arona,1.0 TSI Style,Gasolina,Abril,2022,29 545 km,999 cm3,95 cv,SUV / TT,Azul,,Manual,,5,,,,,36 Meses,,Nacional,,,,,Usados,,18 199,8090836012,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-arona-1-0-tsi-style-ID8Pyk32.html,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Renault,Clio,1.5 Blue dCi Intens,Diesel,Setembro,2021,76 000 km,1 461 cm3,85 cv,Citadino,Branco,,Manual,6,5,5,Classe 1,Tracção dianteira,109 g/km,18 Meses,1,Nacional,Sim,Sim,,,Usados,,19 500,8091233581,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-blue-dci-intens-ID8PzZtr.html,,,Sim,1 Setembro 2025,,,,,,,,,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,GLA 180,d Style Aut.,Diesel,Março,2018,53 366 km,1 461 cm3,109 cv,SUV / TT,Cinzento,,Automática,,5,5,Classe 1,,,18 Meses,,Nacional,Sim,Sim,,,Usados,,27 490,8091613537,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-180-d-style-aut-ID8PBAjL.html,Sim,Sim,Sim,,,,,,,,,Classe GLA,,,,StandVirtual,Yes,2024-02-29
Profissional,Mercedes-Benz,C 300,BlueTEC Hybrid Avantgarde,Híbrido (Diesel),Maio,2015,221 000 km,2 143 cm3,231 cv,Carrinha,Preto,,Automática,,5,5,Classe 1,Tracção traseira,,36 Meses,,Nacional,Sim,,,,Usados,,19 999,8090902109,29 de fevereiro de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-bluetec-hybrid-avantgarde-ID8PyBf7.html,Sim,Sim,Sim,,,,,,,,,Classe C,1 Janeiro 0001,,,StandVirtual,Yes,2024-02-29
